ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	EDITID	TURCHINID	LEXSTATID	ALIGNMENT
4615	Tuamotuan	Tuamotu	tuam1242	1214	this	te/ia	te	POLLEX	90907	913			t e	1 7	AX	TE	10	10.T.C 10.E.V	2.0 1.5	te	0	897	1050	1098	891	t e - -
759	Maori	Maori	maor1246	1214	this	teenei	teenei	Biggs-85-2005	62917	1224			t eː n e i	1 7 4 7 7	AXBYZ	TENEI	3	3.T.C 3.E.V 3.N.C 3.E.V 3.I.V	2.0 1.5 1.75 1.3 0.8	teːnei	0	897	1042	1094	886	t eː n e i
5137	Rurutuan	Rurutuan	aust1304	1214	this	teie	teie	Meyer-128-2005	62960	980			t e i e	1 7 7 7	AXYZ	TEIE	7	7.T.C 7.E.V 7.I.V 7.E.V	2.0 1.5 1.3 0.8	teie	0	897	1047	1098	891	t e i e
1204	Tahitian	Tahitian (Modern)	tahi1242	1214	this	teie	teie	Clark-173-2005	63005	268			t e i e	1 7 7 7	AXYZ	TEIE	9	9.T.C 9.E.V 9.I.V 9.E.V	2.0 1.5 1.3 0.8	teie	0	897	1047	1098	891	t e i e
5647	Hawaiian	Hawaiian	hawa1245	1214	this	nei	nei	71458	132640	75			n e i	4 7 7	AXZ	NEI	1	1.N.C 1.E.V 1.I.V	2.0 1.5 0.8	nei	0	897	1042	1093	886	- - n e i
5648	Hawaiian	Hawaiian	hawa1245	1214	this	kēia	kēia	71458	132639	1038			k eː i a	1 7 7 7	AXYZ	KEIA	1	1.K.C 1.E.V 1.I.V 1.A.V	2.0 1.5 1.3 0.8	keːia	0	906	1051	1102	891	k eː i a
1881	Mangareva	Mangareva	mang1401	1214	this	tenei	tenei	POLLEX	63071	1224			t e n e i	1 7 4 7 7	AXBYZ	TENEI	2	2.T.C 2.E.V 2.N.C 2.E.V 2.I.V	2.0 1.5 1.75 1.3 0.8	tenei	0	897	1042	1094	886	t e n e i
3107	Sikaiana	Sikaiana	sika1261	1214	this	te nei	te nei	POLLEX	145941	1224			t e n e i	1 7 4 7 7	AXBYZ	TENEI	8	8.T.C 8.E.V 8.N.C 8.E.V 8.I.V	2.0 1.5 1.75 1.3 0.8	tenei	0	897	1042	1094	886	t e n e i
3330	North_Marquesan	Marquesan	nort2845	1214	this	tenei	tenei	POLLEX	62870	1224			t e n e i	1 7 4 7 7	AXBYZ	TENEI	4	4.T.C 4.E.V 4.N.C 4.E.V 4.I.V	2.0 1.5 1.75 1.3 0.8	tenei	0	897	1042	1094	886	t e n e i
1628	Rapanui	Rapanui (Easter Island)	rapa1244	1214	this	nei	nei	POLLEX	133594	75		me'e-nei	n e i	4 7 7	AXZ	NEI	5	5.N.C 5.E.V 5.I.V	2.0 1.5 0.8	nei	0	897	1042	1093	886	- - n e i
4420	Ra’ivavae	Ra'ivavae	aust1304	1215	thou	ʔoe	ʔoe	Tamaititahio-1213-2015	291318	76			ʔ o e	1 7 7	AXZ	HUE	6	6.H.C 6.U.V 6.E.V	2.0 1.5 0.8	ʔoe	0	907	1052	1103	892	ʔ o e
4608	Tuamotuan	Tuamotu	tuam1242	1215	thou	koe	koe	POLLEX	123336	76		koe	k o e	1 7 7	AXZ	KUE	10	10.K.C 10.U.V 10.E.V	2.0 1.5 0.8	koe	0	908	1052	1104	892	k o e
752	Maori	Maori	maor1246	1215	thou	koe	koe	Biggs-85-2005	65059	76			k o e	1 7 7	AXZ	KUE	3	3.K.C 3.U.V 3.E.V	2.0 1.5 0.8	koe	0	908	1052	1104	892	k o e
5130	Rurutuan	Rurutuan	aust1304	1215	thou	ʔoe	ʔoe	Meyer-128-2005	65102	76			ʔ o e	1 7 7	AXZ	HUE	7	7.H.C 7.U.V 7.E.V	2.0 1.5 0.8	ʔoe	0	907	1052	1103	892	ʔ o e
5640	Hawaiian	Hawaiian	hawa1245	1215	thou	'oe	'oe	71458	65026	76			ʔ o e	1 7 7	AXZ	HUE	1	1.H.C 1.U.V 1.E.V	2.0 1.5 0.8	ʔoe	0	907	1052	1103	892	ʔ o e
1876	Mangareva	Mangareva	mang1401	1215	thou	koe	koe	POLLEX	321450	76		koe // koe	k o e	1 7 7	AXZ	KUE	2	2.K.C 2.U.V 2.E.V	2.0 1.5 0.8	koe	0	908	1052	1104	892	k o e
3102	Sikaiana	Sikaiana	sika1261	1215	thou	koe	koe	POLLEX	123326	76		koe	k o e	1 7 7	AXZ	KUE	8	8.K.C 8.U.V 8.E.V	2.0 1.5 0.8	koe	0	908	1052	1104	892	k o e
1197	Tahitian	Tahitian (Modern)	tahi1242	1215	thou	'oe	'oe	Clark-173-2005	65147	76			ʔ o e	1 7 7	AXZ	HUE	9	9.H.C 9.U.V 9.E.V	2.0 1.5 0.8	ʔoe	0	907	1052	1103	892	ʔ o e
3322	North_Marquesan	Marquesan	nort2845	1215	thou	'oe	'oe	POLLEX	169464	76		'oe // koe // koe	ʔ o e	1 7 7	AXZ	HUE	4	4.H.C 4.U.V 4.E.V	2.0 1.5 0.8	ʔoe	0	907	1052	1103	892	ʔ o e
1621	Rapanui	Rapanui (Easter Island)	rapa1244	1215	thou	kou	kou	POLLEX	133595	76			k o u	1 7 7	AXZ	KUY	5	5.K.C 5.U.V 5.Y.V	2.0 1.5 0.8	kou	0	908	1056	1104	892	k o u
4465	Ra’ivavae	Ra'ivavae	aust1304	1150	thunder	pātiGi	pātiGi	Tamaititahio-1213-2015	291273	349			p aː t i ɢ i	1 7 1 7 1 7	AXBYBZ	PATIKI	6	6.P.C 6.A.V 6.T.C 6.I.V 6.K.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	paːtiɢi	0	910	1061	1107	894	- - p aː t i ɢ i
4672	Tuamotuan	Tuamotu	tuam1242	1150	thunder	fatutiri	fatutiri	POLLEX	47727	349			f a t u t i r i	3 7 1 7 1 7 5 7	AXBYBYBZ	BATYTIRI	10	10.B.C 10.A.V 10.T.C 10.Y.V 10.T.C 10.I.V 10.R.C 10.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	fatutiri	0	910	1058	1107	894	f a t u t i r i
806	Maori	Maori	maor1246	1150	thunder	whatitiri	fatitiri	Biggs-85-2005	47566	349			f a t i t i r i	3 7 1 7 1 7 5 7	AXBYBYBZ	BATITIRI	3	3.B.C 3.A.V 3.T.C 3.I.V 3.T.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	fatitiri	0	910	1058	1107	894	f a t i t i r i
5189	Rurutuan	Rurutuan	aust1304	1150	thunder	paatiri	paatiri	Meyer-128-2005	47609	349			p aː t i r i	1 7 1 7 5 7	AXBYBZ	PATIRI	7	7.P.C 7.A.V 7.T.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	paːtiri	0	910	1061	1107	894	- - p aː t i r i
5697	Hawaiian	Hawaiian	hawa1245	1150	thunder	hekili	hekili	71458	47533	349			h e k i l i	3 7 1 7 5 7	AXBYBZ	HEKILI	1	1.H.C 1.E.V 1.K.C 1.I.V 1.L.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hekili	0	909	1057	1105	893	h e k i l i
1686	Rapanui	Rapanui (Easter Island)	rapa1244	1150	thunder	patiri	patiri	POLLEX	47745	349			p a t i r i	1 7 1 7 5 7	AXBYBZ	PATIRI	5	5.P.C 5.A.V 5.T.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	patiri	0	910	1061	1107	894	- - p a t i r i
1942	Mangareva	Mangareva	mang1401	1150	thunder	atutiri	atutiri	POLLEX	321551	349		atutiri	a t u t i r i	7 1 7 1 7 5 7	XBYBYBZ	ATYTIRI	2	2.A.V 2.T.C 2.Y.V 2.T.C 2.I.V 2.R.C 2.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	atutiri	0	910	1058	1106	894	- a t u t i r i
3150	Sikaiana	Sikaiana	sika1261	1150	thunder	mana	mana	POLLEX	90605	763			m a n a	4 7 4 7	AXBZ	MANA	8	8.M.C 8.A.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	mana	0	916	1064	1112	900	m a n a
1251	Tahitian	Tahitian (Modern)	tahi1242	1150	thunder	paatiri	paatiri	Clark-173-2005	47654	349			p aː t i r i	1 7 1 7 5 7	AXBYBZ	PATIRI	9	9.P.C 9.A.V 9.T.C 9.I.V 9.R.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	paːtiri	0	910	1061	1107	894	- - p aː t i r i
3399	North_Marquesan	Marquesan	nort2845	1150	thunder	pha too tee	pha too tee	POLLEX	107992	349		hatutiì	p h a t oː t eː	1 3 7 1 7 1 7	ACXBYBZ	PHATUTE	4	4.P.C 4.H.C 4.A.V 4.T.C 4.U.V 4.T.C 4.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	phatoːteː	0	910	1060	1108	896	p h a t oː t eː
4796	Tuamotuan	Tuamotu	tuam1242	1403	to bite	kati	kati	POLLEX	14526	77			k a t i	1 7 1 7	AXBZ	KATI	10	10.K.C 10.A.V 10.T.C 10.I.V	2.0 1.5 1.75 0.8	kati	0	918	1073	1121	902	k a - - t i
903	Maori	Maori	maor1246	1403	to bite	ngau	ngau	Biggs-85-2005	14365	1225			ŋ a u	4 7 7	AXZ	NAY	3	3.N.C 3.A.V 3.Y.V	2.0 1.5 0.8	ŋau	0	917	1067	1115	901	ŋ a - u
5305	Rurutuan	Rurutuan	aust1304	1403	to bite	ʔooʔiniʔini	ʔooʔiniʔini	Meyer-128-2005	89803	350			ʔ oː ʔ i n i ʔ i n i	1 7 1 7 4 7 1 7 4 7	AXBYBYBYBZ	HUHINIHINI	7	7.H.C 7.U.V 7.H.C 7.I.V 7.N.C 7.I.V 7.H.C 7.I.V 7.N.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ʔoːʔiniʔini	0	922	1070	1118	906	ʔ oː ʔ i n i ʔ i n i
5306	Rurutuan	Rurutuan	aust1304	1403	to bite	paʔati	paʔati	Meyer-128-2005	89802	77			p a ʔ a t i	1 7 1 7 1 7	AXBYBZ	PAHATI	7	7.P.C 7.A.V 7.H.C 7.A.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	paʔati	0	926	1074	1122	902	p a ʔ a t i
1352	Tahitian	Tahitian (Modern)	tahi1242	1403	to bite	hohoni	hohoni	Clark-173-2005	14453	350			h o h o n i	3 7 3 7 4 7	AXBYBZ	HUHUNI	9	9.H.C 9.U.V 9.H.C 9.U.V 9.N.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hohoni	0	922	1072	1118	906	h o h o n - - - - i
1797	Rapanui	Rapanui (Easter Island)	rapa1244	1403	to bite	gau	gau	POLLEX	130652	1225			g a u	1 7 7	AXZ	KAY	5	5.K.C 5.A.V 5.Y.V	2.0 1.5 0.8	gau	0	921	1067	1117	905	g a u
5797	Hawaiian	Hawaiian	hawa1245	1403	to bite	nahu	nahu	71458	14332	1225			n a h u	4 7 3 7	AXBZ	NAHY	1	1.N.C 1.A.V 1.H.C 1.Y.V	2.0 1.5 1.75 0.8	nahu	0	917	1065	1113	901	n a h u
2062	Mangareva	Mangareva	mang1401	1403	to bite	eti	eti	POLLEX	14519	77			e t i	7 1 7	XBZ	ETI	2	2.E.V 2.T.C 2.I.V	1.5 1.75 0.8	eti	0	918	1066	1114	902	- e - - t i
3248	Sikaiana	Sikaiana	sika1261	1403	to bite	nunu	nunu	POLLEX	145942	1324			n u n u	4 7 4 7	AXBZ	NYNY	8	8.N.C 8.Y.V 8.N.C 8.Y.V	2.0 1.5 1.75 0.8	nunu	0	917	1071	1119	901	n u n u
3534	North_Marquesan	Marquesan	nort2845	1403	to bite	nahu	nahu	POLLEX	89747	1225		nennahhu // kakahu	n a h u	4 7 3 7	AXBZ	NAHY	4	4.N.C 4.A.V 4.H.C 4.Y.V	2.0 1.5 1.75 0.8	nahu	0	917	1065	1113	901	n a h u
1937	Mangareva	Mangareva	mang1401	175	to blow	pu'i	pu'i	POLLEX	321554	1098		puì	p u ʔ i	1 7 1 7	AXBZ	PYHI	2	2.P.C 2.Y.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	puʔi	0	927	1076	1124	907	p u - - ʔ i
4462	Ra’ivavae	Ra'ivavae	aust1304	175	to blow	pupuhi	pupuhi	Tamaititahio-1213-2015	291276	1098			p u p u h i	1 7 1 7 3 7	AXBYBZ	PYPYHI	6	6.P.C 6.Y.V 6.P.C 6.Y.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pupuhi	0	927	1076	1125	907	p u p u h i
4664	Tuamotuan	Tuamotu	tuam1242	175	to blow	puhi	puhi	POLLEX	108137	1098			p u h i	1 7 3 7	AXBZ	PYHI	10	10.P.C 10.Y.V 10.H.C 10.I.V	2.0 1.5 1.75 0.8	puhi	0	927	1076	1124	907	p u - - h i
4665	Tuamotuan	Tuamotu	tuam1242	175	to blow	paa	paa	POLLEX	108136	1226			p aː	1 7	AX	PA	10	10.P.C 10.A.V	2.0 1.5	paː	0	927	1075	1123	907	p aː - - - -
4666	Tuamotuan	Tuamotu	tuam1242	175	to blow	harara	harara	POLLEX	108135	1400		farara	h a r a r a	3 7 5 7 5 7	AXBYBZ	HARARA	10	10.H.C 10.A.V 10.R.C 10.A.V 10.R.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	harara	0	935	1083	1139	915	h a r a r a
4667	Tuamotuan	Tuamotu	tuam1242	175	to blow	aŋi	aŋi	POLLEX	108133	1325			a ŋ i	7 4 7	XBZ	ANI	10	10.A.V 10.N.C 10.I.V	1.5 1.75 0.8	aŋi	0	934	1082	1130	914	a ŋ i
802	Maori	Maori	maor1246	175	to blow	pupuhi	pupuhi	Biggs-85-2005	78986	1098			p u p u h i	1 7 1 7 3 7	AXBYBZ	PYPYHI	3	3.P.C 3.Y.V 3.P.C 3.Y.V 3.H.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pupuhi	0	927	1076	1125	907	p u p u h i
803	Maori	Maori	maor1246	175	to blow	hua	hua	Biggs-85-2005	78985	1078			h u a	3 7 7	AXZ	HYA	3	3.H.C 3.Y.V 3.A.V	2.0 1.5 0.8	hua	1	939	1087	1135	919	h u a
5185	Rurutuan	Rurutuan	aust1304	175	to blow	puʔi	puʔi	Meyer-128-2005	108112	1098			p u ʔ i	1 7 1 7	AXBZ	PYHI	7	7.P.C 7.Y.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	puʔi	0	927	1076	1124	907	p u - - ʔ i
5186	Rurutuan	Rurutuan	aust1304	175	to blow	farara	farara	Meyer-128-2005	108111	1400			f a r a r a	3 7 5 7 5 7	AXBYBZ	BARARA	7	7.B.C 7.A.V 7.R.C 7.A.V 7.R.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	farara	0	935	1083	1131	915	f a r a r a
1248	Tahitian	Tahitian (Modern)	tahi1242	175	to blow	farara	farara	Clark-173-2005	108121	1400			f a r a r a	3 7 5 7 5 7	AXBYBZ	BARARA	9	9.B.C 9.A.V 9.R.C 9.A.V 9.R.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	farara	0	935	1083	1131	915	f a r a r a
1938	Mangareva	Mangareva	mang1401	175	to blow	agi(agi)	agi	POLLEX	108129	1472			a g i	7 1 7	XBZ	AKI	2	2.A.V 2.K.C 2.I.V	1.5 1.75 0.8	agi	0	938	1082	1134	918	a g i
1681	Rapanui	Rapanui (Easter Island)	rapa1244	175	to blow	puhi	puhi	POLLEX	48816	1098			p u h i	1 7 3 7	AXBZ	PYHI	5	5.P.C 5.Y.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	puhi	0	927	1076	1124	907	p u - - h i
5693	Hawaiian	Hawaiian	hawa1245	175	to blow	pā	pā	71458	108098	1226			p aː	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	paː	0	927	1075	1123	907	p aː - - - -
5694	Hawaiian	Hawaiian	hawa1245	175	to blow	puhi	puhi	71458	108097	1098			p u h i	1 7 3 7	AXBZ	PYHI	1	1.P.C 1.Y.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	puhi	0	927	1076	1124	907	p u - - h i
3147	Sikaiana	Sikaiana	sika1261	175	to blow	ani/ani	ani	POLLEX	48795	1325			a n i	7 4 7	XBZ	ANI	8	8.A.V 8.N.C 8.I.V	1.5 1.75 0.8	ani	0	934	1082	1130	914	a n i
1247	Tahitian	Tahitian (Modern)	tahi1242	175	to blow	puhi	puhi	Clark-173-2005	108122	1098			p u h i	1 7 3 7	AXBZ	PYHI	9	9.P.C 9.Y.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	puhi	0	927	1076	1124	907	p u - - h i
3396	North_Marquesan	Marquesan	nort2845	175	to blow	puhi	puhi	POLLEX	48590	1098			p u h i	1 7 3 7	AXBZ	PYHI	4	4.P.C 4.Y.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	puhi	1	927	1076	1124	907	p u - - h i
4561	Ra’ivavae	Ra'ivavae	aust1304	1407	to breathe	huti te aho	huti te aho	Tamaititahio-1213-2015	291178	1401			h u t i t e a h o	3 7 1 7 1 7 7 3 7	AXBYBYYBZ	HYTITEAHU	6	6.H.C 6.Y.V 6.T.C 6.I.V 6.T.C 6.E.V 6.A.V 6.H.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	hutiteaho	0	945	1093	1145	925	h u t - i t e a h o
4812	Tuamotuan	Tuamotu	tuam1242	1407	to breathe	manava	manava	POLLEX	88661	78			m a n a v a	4 7 4 7 3 7	AXBYBZ	MANABA	10	10.M.C 10.A.V 10.N.C 10.A.V 10.B.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	manava	1	947	1095	1147	927	m a n a v a
4813	Tuamotuan	Tuamotu	tuam1242	1407	to breathe	ŋaa	ŋaa	POLLEX	88660	140			ŋ aː	4 7	AX	NA	10	10.N.C 10.A.V	2.0 1.5	ŋaː	0	952	1100	1152	932	ŋ aː
916	Maori	Maori	maor1246	1407	to breathe	whakataa	fakataː	Biggs-85-2005	9724	203			f a k a h aː	3 7 1 7 3 7	AXBYBZ	BAKAHA	3	3.B.C 3.A.V 3.K.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	fakahaː	0	942	1090	1142	922	f a k a h aː
5320	Rurutuan	Rurutuan	aust1304	1407	to breathe	ʔuti i te aʔo	ʔuti i te aʔo	Meyer-128-2005	9767	1401			ʔ u t i i t e a ʔ o	1 7 1 7 7 1 7 7 1 7	AXBYYBYYBZ	HYTIITEAHU	7	7.H.C 7.Y.V 7.T.C 7.I.V 7.I.V 7.T.C 7.E.V 7.A.V 7.H.C 7.U.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.3 1.75 0.8	ʔutiiteaʔo	0	945	1093	1145	925	ʔ u t i i t e a ʔ o
1367	Tahitian	Tahitian (Modern)	tahi1242	1407	to breathe	huti i te aho	huti i te aho	Clark-173-2005	9812	1401			h u t i i t e a h o	3 7 1 7 7 1 7 7 3 7	AXBYYBYYBZ	HYTIITEAHU	9	9.H.C 9.Y.V 9.T.C 9.I.V 9.I.V 9.T.C 9.E.V 9.A.V 9.H.C 9.U.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.3 1.75 0.8	hutiiteaho	0	945	1093	1145	925	h u t i i t e a h o
5813	Hawaiian	Hawaiian	hawa1245	1407	to breathe	aho	aho	71458	72757	1401			a h o	7 3 7	XBZ	AHU	1	1.A.V 1.H.C 1.U.V	1.5 1.75 0.8	aho	0	940	1088	1140	920	a h o
2076	Mangareva	Mangareva	mang1401	1407	to breathe	'au	'au	POLLEX	321452	557			ʔ a u	1 7 7	AXZ	HAY	2	2.H.C 2.A.V 2.Y.V	2.0 1.5 0.8	ʔau	0	940	1089	1141	921	ʔ a - u
5812	Hawaiian	Hawaiian	hawa1245	1407	to breathe	hanu	hanu	71458	72758	203			h a n u	3 7 4 7	AXBZ	HANY	1	1.H.C 1.A.V 1.N.C 1.Y.V	2.0 1.5 1.75 0.8	hanu	0	940	1098	1150	921	h a n u
1811	Rapanui	Rapanui (Easter Island)	rapa1244	1407	to breathe	haa	haa	POLLEX	9903	203			h aː	3 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	haː	1	940	1092	1141	921	h aː - -
3262	Sikaiana	Sikaiana	sika1261	1407	to breathe	maanava	maanava	POLLEX	9882	78			m aː n a v a	4 7 4 7 3 7	AXBYBZ	MANABA	8	8.M.C 8.A.V 8.N.C 8.A.V 8.B.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	maːnava	0	947	1095	1147	927	m aː n a v a
3550	North_Marquesan	Marquesan	nort2845	1407	to breathe	ha	ha	POLLEX	88649	203			h a	3 7	AX	HA	4	4.H.C 4.A.V	2.0 1.5	ha	0	940	1091	1141	921	h a - -
3551	North_Marquesan	Marquesan	nort2845	1407	to breathe	menava	menava	POLLEX	88648	78			m e n a v a	4 7 4 7 3 7	AXBYBZ	MENABA	4	4.M.C 4.E.V 4.N.C 4.A.V 4.B.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	menava	0	947	1095	1147	927	m e n a v a
4455	Ra’ivavae	Ra'ivavae	aust1304	2102	to burn	tutuʔi	tutuʔi	Tamaititahio-1213-2015	291283	1227			t u t u ʔ i	1 7 1 7 1 7	AXBYBZ	TYTYHI	6	6.T.C 6.Y.V 6.T.C 6.Y.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tutuʔi	0	955	1105	1157	935	t u t u ʔ i
4654	Tuamotuan	Tuamotu	tuam1242	2102	to burn	tuŋi	tuŋi	POLLEX	122780	1227			t u ŋ i	1 7 4 7	AXBZ	TYNI	10	10.T.C 10.Y.V 10.N.C 10.I.V	2.0 1.5 1.75 0.8	tuŋi	0	962	1110	1162	942	t u ŋ i -
4655	Tuamotuan	Tuamotu	tuam1242	2102	to burn	tahu	tahu	POLLEX	122779	1326			t a h u	1 7 3 7	AXBZ	TAHY	10	10.T.C 10.A.V 10.H.C 10.Y.V	2.0 1.5 1.75 0.8	tahu	0	955	1103	1155	935	t a - - h u
795	Maori	Maori	maor1246	2102	to burn	tahu	tahu	Biggs-85-2005	51136	1326			t a h u	1 7 3 7	AXBZ	TAHY	3	3.T.C 3.A.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	tahu	0	955	1103	1155	935	t a - - h u
5176	Rurutuan	Rurutuan	aust1304	2102	to burn	ʔaʔaʔama	ʔaʔaʔama	Meyer-128-2005	51179	983			ʔ a ʔ a ʔ a m a	1 7 1 7 1 7 4 7	AXBYBYBZ	HAHAHAMA	7	7.H.C 7.A.V 7.H.C 7.A.V 7.H.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔaʔaʔama	0	959	1107	1159	934	ʔ a ʔ a - ʔ a m a
5685	Hawaiian	Hawaiian	hawa1245	2102	to burn	'ā	'ā	71458	79448	1125			ʔ aː	1 7	AX	HA	1	1.H.C 1.A.V	2.0 1.5	ʔaː	0	953	1101	1153	933	ʔ aː
5684	Hawaiian	Hawaiian	hawa1245	2102	to burn	kuni	kuni	71458	79449	1227			k u n i	1 7 4 7	AXBZ	KYNI	1	1.K.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	kuni	0	962	1111	1163	942	k u n i -
1672	Rapanui	Rapanui (Easter Island)	rapa1244	2102	to burn	tutu	tutu	POLLEX	51315	1099			t u t u	1 7 1 7	AXBZ	TYTY	5	5.T.C 5.Y.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	tutu	0	955	1105	1157	935	t u t - - u
1924	Mangareva	Mangareva	mang1401	2102	to burn	ka'a	ka'a	POLLEX	321561	1125			k a ʔ a	1 7 1 7	AXBZ	KAHA	2	2.K.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 0.8	kaʔa	0	954	1102	1154	934	k a ʔ - - - - - a
1925	Mangareva	Mangareva	mang1401	2102	to burn	tutu	tutu	POLLEX	122776	1099			t u t u	1 7 1 7	AXBZ	TYTY	2	2.T.C 2.Y.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	tutu	0	955	1105	1157	935	t u t - - u
1926	Mangareva	Mangareva	mang1401	2102	to burn	ta'u	ta'u	POLLEX	122775	1326			t a ʔ u	1 7 1 7	AXBZ	TAHY	2	2.T.C 2.A.V 2.H.C 2.Y.V	2.0 1.5 1.75 0.8	taʔu	0	955	1103	1155	935	t a - - ʔ u
3139	Sikaiana	Sikaiana	sika1261	2102	to burn	tutu	tutu	POLLEX	120803	1099			t u t u	1 7 1 7	AXBZ	TYTY	8	8.T.C 8.Y.V 8.T.C 8.Y.V	2.0 1.5 1.75 0.8	tutu	0	955	1105	1157	935	t u t - - u
3140	Sikaiana	Sikaiana	sika1261	2102	to burn	tuunia	tuunia	POLLEX	120802	1227			t uː n i a	1 7 4 7 7	AXBYZ	TYNIA	8	8.T.C 8.Y.V 8.N.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 0.8	tuːnia	0	962	1114	1162	942	t uː n i a
1240	Tahitian	Tahitian (Modern)	tahi1242	2102	to burn	tutu'i	tutu'i	Clark-173-2005	51224	1227			t u t u ʔ i	1 7 1 7 1 7	AXBYBZ	TYTYHI	9	9.T.C 9.Y.V 9.T.C 9.Y.V 9.H.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tutuʔi	0	955	1105	1157	935	t u t u ʔ i
3384	North_Marquesan	Marquesan	nort2845	2102	to burn	hakau'a	hakau'a	POLLEX	135732	676			h a k a u ʔ a	3 7 1 7 7 1 7	AXBYYBZ	HAKAYHA	4	4.H.C 4.A.V 4.K.C 4.A.V 4.Y.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	hakauʔa	0	954	1102	1156	934	h a k a u ʔ - - a
3385	North_Marquesan	Marquesan	nort2845	2102	to burn	tutu	tutu	POLLEX	51089	1099			t u t u	1 7 1 7	AXBZ	TYTY	4	4.T.C 4.Y.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	tutu	0	955	1105	1157	935	t u t - - u
4728	Tuamotuan	Tuamotu	tuam1242	1869	to buy	hoko	hoko	POLLEX	32376	1228			h o k o	3 7 1 7	AXBZ	HUKU	10	10.H.C 10.U.V 10.K.C 10.U.V	2.0 1.5 1.75 0.8	hoko	0	964	1116	1165	944	h o k o - - -
853	Maori	Maori	maor1246	1869	to buy	hoko	hoko	Biggs-85-2005	32215	1228			h o k o	3 7 1 7	AXBZ	HUKU	3	3.H.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	hoko	0	964	1116	1165	944	h o k o - - -
5240	Rurutuan	Rurutuan	aust1304	1869	to buy	ʔoʔo mai	ʔoʔo mai	Meyer-128-2005	32258	1228			ʔ o ʔ o m a i	1 7 1 7 4 7 7	AXBYBYZ	HUHUMAI	7	7.H.C 7.U.V 7.H.C 7.U.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔoʔomai	0	964	1120	1167	944	ʔ o ʔ o m a i
