# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	TID	EDITID	SCAID	INFOMAPID	ALIGNMENT
4675	Tuamotuan	Tuamotu	tuam1242	249	fog	kohu	kohu	POLLEX	107966	32			k o h u	1 7 3 7	AXBZ	KUHY	10	10.K.C 10.U.V 10.H.C 10.Y.V	2.0 1.5 1.75 0.8	kohu	0	426	426	281	294	203	k o h u
808	Maori	Maori	maor1246	249	fog	kohu	kohu	Biggs-85-2005	46852	32			k o h u	1 7 3 7	AXBZ	KUHY	3	3.K.C 3.U.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	kohu	0	426	426	281	294	203	k o h u
5191	Rurutuan	Rurutuan	aust1304	249	fog	aʔinavai	aʔinavai	Meyer-128-2005	46895	985			a ʔ i n a v a i	7 1 7 4 7 3 7 7	XBYBYBYZ	AHINABAI	7	7.A.V 7.H.C 7.I.V 7.N.C 7.A.V 7.B.C 7.A.V 7.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	aʔinavai	0	425	425	286	299	206	a ʔ i n a v a i
1253	Tahitian	Tahitian (Modern)	tahi1242	249	fog	ruupehu	ruupehu	Clark-173-2005	46940	176			r uː p e h u	5 7 1 7 3 7	AXBYBZ	RYPEHY	9	9.R.C 9.Y.V 9.P.C 9.E.V 9.H.C 9.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ruːpehu	0	432	432	281	301	205	r uː p e h u
5699	Hawaiian	Hawaiian	hawa1245	249	fog	'ohu	'ohu	71458	46819	32			ʔ o h u	1 7 3 7	AXBZ	HUHY	1	1.H.C 1.U.V 1.H.C 1.Y.V	2.0 1.5 1.75 0.8	ʔohu	0	425	425	281	294	203	ʔ o h u
1688	Rapanui	Rapanui (Easter Island)	rapa1244	249	fog	kapua	kapua	POLLEX	133543	32			k a p u a	1 7 1 7 7	AXBYZ	KAPYA	5	5.K.C 5.A.V 5.P.C 5.Y.V 5.A.V	2.0 1.5 1.75 1.3 0.8	kapua	0	429	429	281	294	207	k a p u a
1689	Rapanui	Rapanui (Easter Island)	rapa1244	249	fog	kohu	kohu	POLLEX	47031	32			k o h u	1 7 3 7	AXBZ	KUHY	5	5.K.C 5.U.V 5.H.C 5.Y.V	2.0 1.5 1.75 0.8	kohu	1	426	426	281	294	203	k o h u
1944	Mangareva	Mangareva	mang1401	249	fog	ko'u	ko'u	POLLEX	47006	32			k o ʔ u	1 7 1 7	AXBZ	KUHY	2	2.K.C 2.U.V 2.H.C 2.Y.V	2.0 1.5 1.75 0.8	koʔu	0	426	426	281	294	203	k o ʔ u
3152	Sikaiana	Sikaiana	sika1261	249	fog	kohu	kohu	POLLEX	47010	32			k o h u	1 7 3 7	AXBZ	KUHY	8	8.K.C 8.U.V 8.H.C 8.Y.V	2.0 1.5 1.75 0.8	kohu	0	426	426	281	294	203	k o h u
3401	North_Marquesan	Marquesan	nort2845	249	fog	kohu	kohu	POLLEX	46805	32			k o h u	1 7 3 7	AXBZ	KUHY	4	4.K.C 4.U.V 4.H.C 4.Y.V	2.0 1.5 1.75 0.8	kohu	0	426	426	281	294	203	k o h u
#
4696	Tuamotuan	Tuamotu	tuam1242	1507	fruit	hua	hua	POLLEX	41658	33			h u a	3 7 7	AXZ	HYA	10	10.H.C 10.Y.V 10.A.V	2.0 1.5 0.8	hua	0	434	434	287	302	208	h u a
826	Maori	Maori	maor1246	1507	fruit	hua	hua	Biggs-85-2005	41497	33			h u a	3 7 7	AXZ	HYA	3	3.H.C 3.Y.V 3.A.V	2.0 1.5 0.8	hua	0	434	434	287	302	208	h u a
5208	Rurutuan	Rurutuan	aust1304	1507	fruit	maaʔa	maaʔa	Meyer-128-2005	41540	990			m aː ʔ a	4 7 1 7	AXBZ	MAHA	7	7.M.C 7.A.V 7.H.C 7.A.V	2.0 1.5 1.75 0.8	maːʔa	0	439	439	287	307	209	m aː ʔ a
1269	Tahitian	Tahitian (Modern)	tahi1242	1507	fruit	maa'a	maa'a	Clark-173-2005	41585	279			m aː ʔ a	4 7 1 7	AXBZ	MAHA	9	9.M.C 9.A.V 9.H.C 9.A.V	2.0 1.5 1.75 0.8	maːʔa	0	439	439	287	307	209	m aː ʔ a
1706	Rapanui	Rapanui (Easter Island)	rapa1244	1507	fruit	kai	kai	POLLEX	130642	435			k a i	1 7 7	AXZ	KAI	5	5.K.C 5.A.V 5.I.V	2.0 1.5 0.8	kai	0	438	438	291	306	210	k a i
1962	Mangareva	Mangareva	mang1401	1507	fruit	'ua	'ua	POLLEX	321537	33		'ua	ʔ u a	1 7 7	AXZ	HYA	2	2.H.C 2.Y.V 2.A.V	2.0 1.5 0.8	ʔua	0	434	434	287	302	208	ʔ u a
3166	Sikaiana	Sikaiana	sika1261	1507	fruit	hua	hua	POLLEX	145977	33			h u a	3 7 7	AXZ	HYA	8	8.H.C 8.Y.V 8.A.V	2.0 1.5 0.8	hua	0	434	434	287	302	208	h u a
3420	North_Marquesan	Marquesan	nort2845	1507	fruit	hua	hua	POLLEX	41450	33			h u a	3 7 7	AXZ	HYA	4	4.H.C 4.Y.V 4.A.V	2.0 1.5 0.8	hua	0	434	434	287	302	208	h u a
5716	Hawaiian	Hawaiian	hawa1245	1507	fruit	hua	hua	71458	41464	33			h u a	3 7 7	AXZ	HYA	1	1.H.C 1.Y.V 1.A.V	2.0 1.5 0.8	hua	1	434	434	287	302	208	h u a
#
4435	Ra’ivavae	Ra'ivavae	aust1304	1035	good	maitaʔi	maitaʔi	Tamaititahio-1213-2015	291303	374			m a i t a ʔ i	4 7 7 1 7 1 7	AXYBYBZ	MAITAHI	6	6.M.C 6.A.V 6.I.V 6.T.C 6.A.V 6.H.C 6.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	maitaʔi	0	445	445	292	308	211	m a i t a ʔ i
4629	Tuamotuan	Tuamotu	tuam1242	1035	good	meitaki	meitaki	POLLEX	122929	374		maitaki	m e i t a k i	4 7 7 1 7 1 7	AXYBYBZ	MEITAKI	10	10.M.C 10.E.V 10.I.V 10.T.C 10.A.V 10.K.C 10.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	meitaki	0	445	445	292	308	211	m e i t a k i
4630	Tuamotuan	Tuamotu	tuam1242	1035	good	reka	reka	POLLEX	122927	340			r e k a	5 7 1 7	AXBZ	REKA	10	10.R.C 10.E.V 10.K.C 10.A.V	2.0 1.5 1.75 0.8	reka	0	447	447	299	315	212	r e k a
774	Maori	Maori	maor1246	1035	good	pai	pai	Biggs-85-2005	58276	1291			p a i	1 7 7	AXZ	PAI	3	3.P.C 3.A.V 3.I.V	2.0 1.5 0.8	pai	0	442	442	292	310	214	p a i
5154	Rurutuan	Rurutuan	aust1304	1035	good	maitaʔi	maitaʔi	Meyer-128-2005	58319	374			m a i t a ʔ i	4 7 7 1 7 1 7	AXYBYBZ	MAITAHI	7	7.M.C 7.A.V 7.I.V 7.T.C 7.A.V 7.H.C 7.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	maitaʔi	0	445	445	292	308	211	m a i t a ʔ i
1218	Tahitian	Tahitian (Modern)	tahi1242	1035	good	maita'i	maita'i	Clark-173-2005	58364	374			m a i t a ʔ i	4 7 7 1 7 1 7	AXYBYBZ	MAITAHI	9	9.M.C 9.A.V 9.I.V 9.T.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	maitaʔi	0	445	445	292	308	211	m a i t a ʔ i
5663	Hawaiian	Hawaiian	hawa1245	1035	good	maika'i	maika'i	71458	58243	374			m a i k a ʔ i	4 7 7 1 7 1 7	AXYBYBZ	MAIKAHI	1	1.M.C 1.A.V 1.I.V 1.K.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	maikaʔi	0	440	440	292	308	211	m a i k a ʔ i
1643	Rapanui	Rapanui (Easter Island)	rapa1244	1035	good	rivariva	rivariva	POLLEX	133546	415			r i v a r i v a	5 7 3 7 5 7 3 7	AXBYBYBZ	RIBARIBA	5	5.R.C 5.I.V 5.B.C 5.A.V 5.R.C 5.I.V 5.B.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	rivariva	0	444	444	292	312	216	r i v a r i v a
1644	Rapanui	Rapanui (Easter Island)	rapa1244	1035	good	reka	reka	POLLEX	58455	340			r e k a	5 7 1 7	AXBZ	REKA	5	5.R.C 5.E.V 5.K.C 5.A.V	2.0 1.5 1.75 0.8	reka	0	447	447	299	315	212	r e k a
1897	Mangareva	Mangareva	mang1401	1035	good	porotu	porotu	POLLEX	321583	277			p o r o t u	1 7 5 7 1 7	AXBYBZ	PURUTY	2	2.P.C 2.U.V 2.R.C 2.U.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	porotu	0	441	441	293	309	213	p o r o t u
1898	Mangareva	Mangareva	mang1401	1035	good	meitetaki	meitetaki	POLLEX	122926	1463		reka	m a r i e	4 7 5 7 7	AXBYZ	MARIE	2	2.M.C 2.A.V 2.R.C 2.I.V 2.E.V	2.0 1.5 1.75 1.3 0.8	marie	0	450	450	292	318	217	m a r i e
3118	Sikaiana	Sikaiana	sika1261	1035	good	tau/leka/leka/	leka	POLLEX	58434	340			l e k a	5 7 1 7	AXBZ	LEKA	8	8.L.C 8.E.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	leka	0	447	447	299	315	212	l e k a
3349	North_Marquesan	Marquesan	nort2845	1035	good	kanahau	kanahau	POLLEX	135740	1124			k a n a h a u	1 7 4 7 3 7 7	AXBYBYZ	KANAHAY	4	4.K.C 4.A.V 4.N.C 4.A.V 4.H.C 4.A.V 4.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kanahau	0	443	443	295	311	215	k a n a h a u
3350	North_Marquesan	Marquesan	nort2845	1035	good	meitaì	meitaì	POLLEX	120880	374			m e i t a ʔ i	4 7 7 1 7 1 7	AXYBYBZ	MEITAHI	4	4.M.C 4.E.V 4.I.V 4.T.C 4.A.V 4.H.C 4.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	meitaʔi	0	445	445	292	308	211	m e i t a ʔ i
3351	North_Marquesan	Marquesan	nort2845	1035	good	'eka	'eka	POLLEX	120879	340			ʔ e k a	1 7 1 7	AXBZ	HEKA	4	4.H.C 4.E.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	ʔeka	0	454	454	299	315	212	ʔ e k a
#
4695	Tuamotuan	Tuamotu	tuam1242	606	grass	moouku	moouku	POLLEX	105368	1063		maauku	m oː u k u	4 7 7 1 7	AXYBZ	MUYKY	10	10.M.C 10.U.V 10.Y.V 10.K.C 10.Y.V	2.0 1.5 1.3 1.75 0.8	moːuku	0	459	459	300	319	219	m oː u k u
825	Maori	Maori	maor1246	606	grass	karaaihe	karaaihe	Biggs-85-2005	41854	1032			k a r aː i h e	1 7 5 7 7 3 7	AXBYYBZ	KARAIHE	3	3.K.C 3.A.V 3.R.C 3.A.V 3.I.V 3.H.C 3.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	karaːihe	0	457	457	301	321	222	k a r aː i h e
5207	Rurutuan	Rurutuan	aust1304	606	grass	matie	matie	Meyer-128-2005	41897	299			m a t i e	4 7 1 7 7	AXBYZ	MATIE	7	7.M.C 7.A.V 7.T.C 7.I.V 7.E.V	2.0 1.5 1.75 1.3 0.8	matie	0	456	456	301	320	218	m a t i e
1268	Tahitian	Tahitian (Modern)	tahi1242	606	grass	matie	matie	Clark-173-2005	41942	299			m a t i e	4 7 1 7 7	AXBYZ	MATIE	9	9.M.C 9.A.V 9.T.C 9.I.V 9.E.V	2.0 1.5 1.75 1.3 0.8	matie	0	456	456	301	320	218	m a t i e
1705	Rapanui	Rapanui (Easter Island)	rapa1244	606	grass	mouku	mouku	POLLEX	105378	1063		mauku	m o u k u	4 7 7 1 7	AXYBZ	MUYKY	5	5.M.C 5.U.V 5.Y.V 5.K.C 5.Y.V	2.0 1.5 1.3 1.75 0.8	mouku	0	459	459	300	319	219	m o u k u
1961	Mangareva	Mangareva	mang1401	606	grass	mutie	mutie	POLLEX	42008	299			m u t i e	4 7 1 7 7	AXBYZ	MYTIE	2	2.M.C 2.Y.V 2.T.C 2.I.V 2.E.V	2.0 1.5 1.75 1.3 0.8	mutie	0	456	456	301	320	220	m u t i e
3165	Sikaiana	Sikaiana	sika1261	606	grass	veve	veve	POLLEX	90603	681			v e v e	3 7 3 7	AXBZ	BEBE	8	8.B.C 8.E.V 8.B.C 8.E.V	2.0 1.5 1.75 0.8	veve	0	461	461	306	325	221	v e v e
3419	North_Marquesan	Marquesan	nort2845	606	grass	mutie	mutie	POLLEX	41807	299			m u t i e	4 7 1 7 7	AXBYZ	MYTIE	4	4.M.C 4.Y.V 4.T.C 4.I.V 4.E.V	2.0 1.5 1.75 1.3 0.8	mutie	0	456	456	301	320	220	m u t i e
5715	Hawaiian	Hawaiian	hawa1245	606	grass	mau'u	mau'u	71458	41821	1063			m a u ʔ u	4 7 7 1 7	AXYBZ	MAYHY	1	1.M.C 1.A.V 1.Y.V 1.H.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	mauʔu	0	455	455	300	319	223	m a u ʔ u
#
4448	Ra’ivavae	Ra'ivavae	aust1304	1425	green	matie	matie	Tamaititahio-1213-2015	291290	35			m a t i e	4 7 1 7 7	AXBYZ	MATIE	6	6.M.C 6.A.V 6.T.C 6.I.V 6.E.V	2.0 1.5 1.75 1.3 0.8	matie	0	463	463	307	327	224	m a t i e
4644	Tuamotuan	Tuamotu	tuam1242	1425	green	matie	matie	POLLEX	135646	35			m a t i e	4 7 1 7 7	AXBYZ	MATIE	10	10.M.C 10.A.V 10.T.C 10.I.V 10.E.V	2.0 1.5 1.75 1.3 0.8	matie	0	463	463	307	327	224	m a t i e
788	Maori	Maori	maor1246	1425	green	kaakaariki	kaakaariki	Biggs-85-2005	53635	1299			k aː k aː r i k i	1 7 1 7 5 7 1 7	AXBYBYBZ	KAKARIKI	3	3.K.C 3.A.V 3.K.C 3.A.V 3.R.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kaːkaːriki	0	464	464	309	328	228	k aː k aː r i k i
5169	Rurutuan	Rurutuan	aust1304	1425	green	matie	matie	Meyer-128-2005	53678	35			m a t i e	4 7 1 7 7	AXBYZ	MATIE	7	7.M.C 7.A.V 7.T.C 7.I.V 7.E.V	2.0 1.5 1.75 1.3 0.8	matie	1	463	463	307	327	224	m a t i e
1232	Tahitian	Tahitian (Modern)	tahi1242	1425	green	niinamu	niinamu	Clark-173-2005	122638	274			n iː n a m u	4 7 4 7 4 7	AXBYBZ	NINAMY	9	9.N.C 9.I.V 9.N.C 9.A.V 9.M.C 9.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	niːnamu	0	470	470	315	334	226	n iː n a m u
1233	Tahitian	Tahitian (Modern)	tahi1242	1425	green	matie	matie	Clark-173-2005	122637	35			m a t i e	4 7 1 7 7	AXBYZ	MATIE	9	9.M.C 9.A.V 9.T.C 9.I.V 9.E.V	2.0 1.5 1.75 1.3 0.8	matie	1	463	463	307	327	224	m a t i e
5676	Hawaiian	Hawaiian	hawa1245	1425	green	ma'oma'o	ma'oma'o	71458	53602	1041			m a ʔ o m a ʔ o	4 7 1 7 4 7 1 7	AXBYBYBZ	MAHUMAHU	1	1.M.C 1.A.V 1.H.C 1.U.V 1.M.C 1.A.V 1.H.C 1.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	maʔomaʔo	0	462	462	307	326	229	m a ʔ o m a ʔ o
1663	Rapanui	Rapanui (Easter Island)	rapa1244	1425	green	mata	mata	POLLEX	130637	35			m a t a	4 7 1 7	AXBZ	MATA	5	5.M.C 5.A.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	mata	1	463	463	307	327	230	m a t a
1915	Mangareva	Mangareva	mang1401	1425	green	moto	moto	POLLEX	321596	123		moto	m o t o	4 7 1 7	AXBZ	MUTU	2	2.M.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	moto	0	463	463	307	327	225	m o t o
3131	Sikaiana	Sikaiana	sika1261	1425	green	m/moto/	moto	POLLEX	53793	35			m o t o	4 7 1 7	AXBZ	MUTU	8	8.M.C 8.U.V 8.T.C 8.U.V	2.0 1.5 1.75 0.8	moto	0	463	463	307	327	225	m o t o
3373	North_Marquesan	Marquesan	nort2845	1425	green	ʔoutite'e	ʔoutite'e	POLLEX	135736	720		ki óu ti teé	ʔ o u t i t e ʔ e	1 7 7 1 7 1 7 1 7	AXYBYBYBZ	HUYTITEHE	4	4.H.C 4.U.V 4.Y.V 4.T.C 4.I.V 4.T.C 4.E.V 4.H.C 4.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ʔoutiteʔe	0	465	465	310	329	227	ʔ o u t i t e ʔ e
#
5322	Rurutuan	Rurutuan	aust1304	1040	hair	rouru	rouru	Meyer-128-2005	9053	815			r o u r u	5 7 7 5 7	AXYBZ	RUYRY	7	7.R.C 7.U.V 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.3 1.75 0.8	rouru	0	477	477	321	335	231	r o u r u
4815	Tuamotuan	Tuamotu	tuam1242	1040	hair	roouru	roouru	POLLEX	88625	815			r oː u r u	5 7 7 5 7	AXYBZ	RUYRY	10	10.R.C 10.U.V 10.Y.V 10.R.C 10.Y.V	2.0 1.5 1.3 1.75 0.8	roːuru	0	477	477	321	335	231	r oː u r u
4816	Tuamotuan	Tuamotu	tuam1242	1040	hair	huru	huru	POLLEX	88624	695			h u r u	3 7 5 7	AXBZ	HYRY	10	10.H.C 10.Y.V 10.R.C 10.Y.V	2.0 1.5 1.75 0.8	huru	1	482	482	321	335	232	h u r - - - - u - - - -
4563	Ra’ivavae	Ra'ivavae	aust1304	1040	hair	huGuhuGu poʔo	huGuhuGu poʔo	Tamaititahio-1213-2015	291176	695			h u ɢ u h u ɢ u p o ʔ o	3 7 1 7 3 7 1 7 1 7 1 7	AXBYBYBYBYBZ	HYKYHYKYPUHU	6	6.H.C 6.Y.V 6.K.C 6.Y.V 6.H.C 6.Y.V 6.K.C 6.Y.V 6.P.C 6.U.V 6.H.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	huɢuhuɢupoʔo	0	476	476	321	340	232	h u ɢ u h u ɢ u p o ʔ o
918	Maori	Maori	maor1246	1040	hair	makawe	makawe	Biggs-85-2005	9010	1427			m a k a w e	4 7 1 7 6 7	AXBYBZ	MAKAWE	3	3.M.C 3.A.V 3.K.C 3.A.V 3.W.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	makawe	0	473	473	318	337	235	m a k a w e
1369	Tahitian	Tahitian (Modern)	tahi1242	1040	hair	rouru	rouru	Clark-173-2005	9098	815			r o u r u	5 7 7 5 7	AXYBZ	RUYRY	9	9.R.C 9.U.V 9.Y.V 9.R.C 9.Y.V	2.0 1.5 1.3 1.75 0.8	rouru	0	477	477	321	335	231	r o u r u
1813	Rapanui	Rapanui (Easter Island)	rapa1244	1040	hair	oho	oho	POLLEX	133549	463			o h o	7 3 7	XBZ	UHU	5	5.U.V 5.H.C 5.U.V	1.5 1.75 0.8	oho	0	474	474	316	335	233	- - - o h o
1814	Rapanui	Rapanui (Easter Island)	rapa1244	1040	hair	huruhuru	huruhuru	POLLEX	133548	695		huru/huru	h u r u h u r u	3 7 5 7 3 7 5 7	AXBYBYBZ	HYRYHYRY	5	5.H.C 5.Y.V 5.R.C 5.Y.V 5.H.C 5.Y.V 5.R.C 5.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	huruhuru	1	482	482	321	335	232	h u r u h u r u - - - -
2078	Mangareva	Mangareva	mang1401	1040	hair	rauo'o	rauo'o	POLLEX	321423	815		rouro	r a u o ʔ o	5 7 7 7 1 7	AXYYBZ	RAYUHU	2	2.R.C 2.A.V 2.Y.V 2.U.V 2.H.C 2.U.V	2.0 1.5 1.3 1.3 1.75 0.8	rauoʔo	0	471	471	316	335	233	r a u o ʔ o
5815	Hawaiian	Hawaiian	hawa1245	1040	hair	lauoho	lauoho	71458	8977	815			l a u o h o	5 7 7 7 3 7	AXYYBZ	LAYUHU	1	1.L.C 1.A.V 1.Y.V 1.U.V 1.H.C 1.U.V	2.0 1.5 1.3 1.3 1.75 0.8	lauoho	0	471	471	316	335	233	l a u o h o
3264	Sikaiana	Sikaiana	sika1261	1040	hair	laulu	laulu	POLLEX	145931	815			l a u l u	5 7 7 5 7	AXYBZ	LAYLY	8	8.L.C 8.A.V 8.Y.V 8.L.C 8.Y.V	2.0 1.5 1.3 1.75 0.8	laulu	0	477	477	321	335	231	l a u l u
3553	North_Marquesan	Marquesan	nort2845	1040	hair	'ouoho	'ouoho	POLLEX	135705	815			ʔ o u o h o	1 7 7 7 3 7	AXYYBZ	HUYUHU	4	4.H.C 4.U.V 4.Y.V 4.U.V 4.H.C 4.U.V	2.0 1.5 1.3 1.3 1.75 0.8	ʔouoho	0	474	474	316	335	234	ʔ o u o h o
3554	North_Marquesan	Marquesan	nort2845	1040	hair	hu'u	hu'u	POLLEX	8963	695			h u ʔ u	3 7 1 7	AXBZ	HYHY	4	4.H.C 4.Y.V 4.H.C 4.Y.V	2.0 1.5 1.75 0.8	huʔu	0	474	474	321	335	232	h u ʔ - - - - u - - - -
#
4587	Ra’ivavae	Ra'ivavae	aust1304	1277	hand	Gima	Gima	Tamaititahio-1213-2015	291152	36			ɢ i m a	1 7 4 7	AXBZ	KIMA	6	6.K.C 6.I.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	ɢima	0	488	488	322	341	236	ɢ i m a
944	Maori	Maori	maor1246	1277	hand	ringa(ringa)	ringa	Biggs-85-2005	85	36			r i ŋ a	5 7 4 7	AXBZ	RINA	3	3.R.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	riŋa	0	485	485	322	341	236	r i ŋ a
1398	Tahitian	Tahitian (Modern)	tahi1242	1277	hand	rima	rima	Clark-173-2005	173	36			r i m a	5 7 4 7	AXBZ	RIMA	9	9.R.C 9.I.V 9.M.C 9.A.V	2.0 1.5 1.75 0.8	rima	1	483	483	322	341	236	r i m a
5356	Rurutuan	Rurutuan	aust1304	1277	hand	rima	rima	Meyer-128-2005	128	36			r i m a	5 7 4 7	AXBZ	RIMA	7	7.R.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	rima	0	483	483	322	341	236	r i m a
1846	Rapanui	Rapanui (Easter Island)	rapa1244	1277	hand	rima	rima	POLLEX	130656	36			r i m a	5 7 4 7	AXBZ	RIMA	5	5.R.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	rima	1	483	483	322	341	236	r i m a
2108	Mangareva	Mangareva	mang1401	1277	hand	rima	rima	POLLEX	321399	36		rima	r i m a	5 7 4 7	AXBZ	RIMA	2	2.R.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	rima	1	483	483	322	341	236	r i m a
4847	Tuamotuan	Tuamotu	tuam1242	1277	hand	rima	rima	POLLEX	83893	36			r i m a	5 7 4 7	AXBZ	RIMA	10	10.R.C 10.I.V 10.M.C 10.A.V	2.0 1.5 1.75 0.8	rima	1	483	483	322	341	236	r i m a
4848	Tuamotuan	Tuamotu	tuam1242	1277	hand	kapu	kapu	POLLEX	83892	1216			k a p u	1 7 1 7	AXBZ	KAPY	10	10.K.C 10.A.V 10.P.C 10.Y.V	2.0 1.5 1.75 0.8	kapu	0	493	493	332	341	237	k a p u
3291	Sikaiana	Sikaiana	sika1261	1277	hand	lima	lima	POLLEX	243	36			l i m a	5 7 4 7	AXBZ	LIMA	8	8.L.C 8.I.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	lima	1	483	483	322	341	236	l i m a
3584	North_Marquesan	Marquesan	nort2845	1277	hand	ìma	ìma	POLLEX	38	36			ʔ i m a	1 7 4 7	AXBZ	HIMA	4	4.H.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	ʔima	1	486	486	322	341	236	ʔ i m a
5842	Hawaiian	Hawaiian	hawa1245	1277	hand	lima	lima	71458	52	36			l i m a	5 7 4 7	AXBZ	LIMA	1	1.L.C 1.I.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	lima	1	483	483	322	341	236	l i m a
#
4418	Ra’ivavae	Ra'ivavae	aust1304	2642	he/she	ʔōna	ʔōna	Tamaititahio-1213-2015	291351	954			ʔ oː n a	1 7 4 7	AXBZ	HUNA	6	6.H.C 6.U.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	ʔoːna	0	499	499	333	343	239	ʔ oː n a
4419	Ra’ivavae	Ra'ivavae	aust1304	2642	he/she	ʔoia	ʔoia	Tamaititahio-1213-2015	291350	37			ʔ o i a	1 7 7 7	AXYZ	HUIA	6	6.H.C 6.U.V 6.I.V 6.A.V	2.0 1.5 1.3 0.8	ʔoia	0	494	494	333	343	240	ʔ o i a
4607	Tuamotuan	Tuamotu	tuam1242	2642	he/she	ia	ia	POLLEX	65577	37			i a	7 7	XZ	IA	10	10.I.V 10.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
751	Maori	Maori	maor1246	2642	he/she	ia	ia	Biggs-85-2005	65416	37			i a	7 7	XZ	IA	3	3.I.V 3.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
5128	Rurutuan	Rurutuan	aust1304	2642	he/she	ʔoia	ʔoia	Meyer-128-2005	118884	37			ʔ o i a	1 7 7 7	AXYZ	HUIA	7	7.H.C 7.U.V 7.I.V 7.A.V	2.0 1.5 1.3 0.8	ʔoia	0	494	494	333	343	240	ʔ o i a
5129	Rurutuan	Rurutuan	aust1304	2642	he/she	ʔoona	ʔoona	Meyer-128-2005	118883	954			ʔ oː n a	1 7 4 7	AXBZ	HUNA	7	7.H.C 7.U.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	ʔoːna	0	499	499	333	343	239	ʔ oː n a
1196	Tahitian	Tahitian (Modern)	tahi1242	2642	he/she	'oona	'oona	Clark-173-2005	65504	954			ʔ oː n a	1 7 4 7	AXBZ	HUNA	9	9.H.C 9.U.V 9.N.C 9.A.V	2.0 1.5 1.75 0.8	ʔoːna	0	499	499	333	343	239	ʔ oː n a
5639	Hawaiian	Hawaiian	hawa1245	2642	he/she	['o]ia	ia	71458	65383	37			i a	7 7	XZ	IA	1	1.I.V 1.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
1620	Rapanui	Rapanui (Easter Island)	rapa1244	2642	he/she	ia	ia	POLLEX	65595	37			i a	7 7	XZ	IA	5	5.I.V 5.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
1875	Mangareva	Mangareva	mang1401	2642	he/she	ia/koia	koia	POLLEX	321449	37			k o i a	1 7 7 7	AXYZ	KUIA	2	2.K.C 2.U.V 2.I.V 2.A.V	2.0 1.5 1.3 0.8	koia	0	495	495	333	343	240	k o i a
3101	Sikaiana	Sikaiana	sika1261	2642	he/she	ia	ia	POLLEX	65574	37			i a	7 7	XZ	IA	8	8.I.V 8.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
3321	North_Marquesan	Marquesan	nort2845	2642	he/she	ia	ia	POLLEX	65369	37			i a	7 7	XZ	IA	4	4.I.V 4.A.V	1.5 0.8	ia	0	494	494	333	342	238	i a
#
