# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	TID	EDITID	SCAID	INFOMAPID	ALIGNMENT
4812	Tuamotuan	Tuamotu	tuam1242	1407	to breathe	manava	manava	POLLEX	88661	78			m a n a v a	4 7 4 7 3 7	AXBYBZ	MANABA	10	10.M.C 10.A.V 10.N.C 10.A.V 10.B.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	manava	1	1138	1138	725	783	520	m a n a v a
4813	Tuamotuan	Tuamotu	tuam1242	1407	to breathe	ŋaa	ŋaa	POLLEX	88660	140			ŋ aː	4 7	AX	NA	10	10.N.C 10.A.V	2.0 1.5	ŋaː	0	1143	1143	730	776	523	ŋ aː
916	Maori	Maori	maor1246	1407	to breathe	whakataa	fakataː	Biggs-85-2005	9724	203			f a k a h aː	3 7 1 7 3 7	AXBYBZ	BAKAHA	3	3.B.C 3.A.V 3.K.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	fakahaː	0	1133	1133	718	776	527	f a k a h aː
1367	Tahitian	Tahitian (Modern)	tahi1242	1407	to breathe	huti i te aho	huti i te aho	Clark-173-2005	9812	1401			h u t i i t e a h o	3 7 1 7 7 1 7 7 3 7	AXBYYBYYBZ	HYTIITEAHU	9	9.H.C 9.Y.V 9.T.C 9.I.V 9.I.V 9.T.C 9.E.V 9.A.V 9.H.C 9.U.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.3 1.75 0.8	hutiiteaho	0	1136	1136	723	781	521	h u t i i t e a h o
1811	Rapanui	Rapanui (Easter Island)	rapa1244	1407	to breathe	haa	haa	POLLEX	9903	203			h aː	3 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	haː	1	1132	1132	718	776	522	h aː -
2076	Mangareva	Mangareva	mang1401	1407	to breathe	'au	'au	POLLEX	321452	557			ʔ a u	1 7 7	AXZ	HAY	2	2.H.C 2.A.V 2.Y.V	2.0 1.5 0.8	ʔau	0	1132	1132	719	776	522	ʔ a u
5813	Hawaiian	Hawaiian	hawa1245	1407	to breathe	aho	aho	71458	72757	1401			a h o	7 3 7	XBZ	AHU	1	1.A.V 1.H.C 1.U.V	1.5 1.75 0.8	aho	0	1131	1131	718	776	525	a h o
5812	Hawaiian	Hawaiian	hawa1245	1407	to breathe	hanu	hanu	71458	72758	203			h a n u	3 7 4 7	AXBZ	HANY	1	1.H.C 1.A.V 1.N.C 1.Y.V	2.0 1.5 1.75 0.8	hanu	0	1141	1141	719	776	524	h a n u
3262	Sikaiana	Sikaiana	sika1261	1407	to breathe	maanava	maanava	POLLEX	9882	78			m aː n a v a	4 7 4 7 3 7	AXBYBZ	MANABA	8	8.M.C 8.A.V 8.N.C 8.A.V 8.B.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	maːnava	0	1138	1138	725	783	520	m aː n a v a
3550	North_Marquesan	Marquesan	nort2845	1407	to breathe	ha	ha	POLLEX	88649	203			h a	3 7	AX	HA	4	4.H.C 4.A.V	2.0 1.5	ha	0	1132	1132	718	776	526	h a
3551	North_Marquesan	Marquesan	nort2845	1407	to breathe	menava	menava	POLLEX	88648	78			m e n a v a	4 7 4 7 3 7	AXBYBZ	MENABA	4	4.M.C 4.E.V 4.N.C 4.A.V 4.B.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	menava	0	1138	1138	725	783	520	m e n a v a
#
4455	Ra’ivavae	Ra'ivavae	aust1304	2102	to burn	tutuʔi	tutuʔi	Tamaititahio-1213-2015	291283	1227			t u t u ʔ i	1 7 1 7 1 7	AXBYBZ	TYTYHI	6	6.T.C 6.Y.V 6.T.C 6.Y.V 6.H.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tutuʔi	0	1148	1148	731	784	528	t u t u ʔ i -
4654	Tuamotuan	Tuamotu	tuam1242	2102	to burn	tuŋi	tuŋi	POLLEX	122780	1227			t u ŋ i	1 7 4 7	AXBZ	TYNI	10	10.T.C 10.Y.V 10.N.C 10.I.V	2.0 1.5 1.75 0.8	tuŋi	0	1153	1153	731	784	528	t u - - ŋ i -
4655	Tuamotuan	Tuamotu	tuam1242	2102	to burn	tahu	tahu	POLLEX	122779	1326			t a h u	1 7 3 7	AXBZ	TAHY	10	10.T.C 10.A.V 10.H.C 10.Y.V	2.0 1.5 1.75 0.8	tahu	0	1146	1146	731	784	529	t a h u
795	Maori	Maori	maor1246	2102	to burn	tahu	tahu	Biggs-85-2005	51136	1326			t a h u	1 7 3 7	AXBZ	TAHY	3	3.T.C 3.A.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	tahu	0	1146	1146	731	784	529	t a h u
5176	Rurutuan	Rurutuan	aust1304	2102	to burn	ʔaʔaʔama	ʔaʔaʔama	Meyer-128-2005	51179	983			ʔ a ʔ a ʔ a m a	1 7 1 7 1 7 4 7	AXBYBYBZ	HAHAHAMA	7	7.H.C 7.A.V 7.H.C 7.A.V 7.H.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔaʔaʔama	0	1150	1150	732	784	532	ʔ a ʔ a ʔ a m a
1240	Tahitian	Tahitian (Modern)	tahi1242	2102	to burn	tutu'i	tutu'i	Clark-173-2005	51224	1227			t u t u ʔ i	1 7 1 7 1 7	AXBYBZ	TYTYHI	9	9.T.C 9.Y.V 9.T.C 9.Y.V 9.H.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tutuʔi	0	1148	1148	731	784	528	t u t u ʔ i -
5684	Hawaiian	Hawaiian	hawa1245	2102	to burn	kuni	kuni	71458	79449	1227			k u n i	1 7 4 7	AXBZ	KYNI	1	1.K.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	kuni	0	1144	1144	731	784	528	k u - - n i -
1672	Rapanui	Rapanui (Easter Island)	rapa1244	2102	to burn	tutu	tutu	POLLEX	51315	1099			t u t u	1 7 1 7	AXBZ	TYTY	5	5.T.C 5.Y.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	tutu	0	1148	1148	731	784	528	t u t u - - -
1924	Mangareva	Mangareva	mang1401	2102	to burn	ka'a	ka'a	POLLEX	321561	1125			k a ʔ a	1 7 1 7	AXBZ	KAHA	2	2.K.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 0.8	kaʔa	0	1145	1145	732	784	530	k a ʔ a
1925	Mangareva	Mangareva	mang1401	2102	to burn	tutu	tutu	POLLEX	122776	1099			t u t u	1 7 1 7	AXBZ	TYTY	2	2.T.C 2.Y.V 2.T.C 2.Y.V	2.0 1.5 1.75 0.8	tutu	0	1148	1148	731	784	528	t u t u - - -
1926	Mangareva	Mangareva	mang1401	2102	to burn	ta'u	ta'u	POLLEX	122775	1326			t a ʔ u	1 7 1 7	AXBZ	TAHY	2	2.T.C 2.A.V 2.H.C 2.Y.V	2.0 1.5 1.75 0.8	taʔu	0	1146	1146	731	784	529	t a ʔ u
5685	Hawaiian	Hawaiian	hawa1245	2102	to burn	'ā	'ā	71458	79448	1125			ʔ aː	1 7	AX	HA	1	1.H.C 1.A.V	2.0 1.5	ʔaː	0	1154	1154	741	784	530	ʔ aː - -
3139	Sikaiana	Sikaiana	sika1261	2102	to burn	tutu	tutu	POLLEX	120803	1099			t u t u	1 7 1 7	AXBZ	TYTY	8	8.T.C 8.Y.V 8.T.C 8.Y.V	2.0 1.5 1.75 0.8	tutu	0	1148	1148	731	784	528	t u t u - - -
3140	Sikaiana	Sikaiana	sika1261	2102	to burn	tuunia	tuunia	POLLEX	120802	1227			t uː n i a	1 7 4 7 7	AXBYZ	TYNIA	8	8.T.C 8.Y.V 8.N.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 0.8	tuːnia	0	1153	1153	731	784	528	t uː - - n i a
3384	North_Marquesan	Marquesan	nort2845	2102	to burn	hakau'a	hakau'a	POLLEX	135732	676			h a k a u ʔ a	3 7 1 7 7 1 7	AXBYYBZ	HAKAYHA	4	4.H.C 4.A.V 4.K.C 4.A.V 4.Y.V 4.H.C 4.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	hakauʔa	0	1147	1147	732	784	531	h a k a u ʔ a
3385	North_Marquesan	Marquesan	nort2845	2102	to burn	tutu	tutu	POLLEX	51089	1099			t u t u	1 7 1 7	AXBZ	TYTY	4	4.T.C 4.Y.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	tutu	0	1148	1148	731	784	528	t u t u - - -
#
4728	Tuamotuan	Tuamotu	tuam1242	1869	to buy	hoko	hoko	POLLEX	32376	1228			h o k o	3 7 1 7	AXBZ	HUKU	10	10.H.C 10.U.V 10.K.C 10.U.V	2.0 1.5 1.75 0.8	hoko	0	1156	1156	742	786	533	h o k o - - -
853	Maori	Maori	maor1246	1869	to buy	hoko	hoko	Biggs-85-2005	32215	1228			h o k o	3 7 1 7	AXBZ	HUKU	3	3.H.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	hoko	0	1156	1156	742	786	533	h o k o - - -
5240	Rurutuan	Rurutuan	aust1304	1869	to buy	ʔoʔo mai	ʔoʔo mai	Meyer-128-2005	32258	1228			ʔ o ʔ o m a i	1 7 1 7 4 7 7	AXBYBYZ	HUHUMAI	7	7.H.C 7.U.V 7.H.C 7.U.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔoʔomai	0	1158	1158	742	786	533	ʔ o ʔ o m a i
1297	Tahitian	Tahitian (Modern)	tahi1242	1869	to buy	ho'o mai	ho'o mai	Clark-173-2005	32303	1228			h o ʔ o m a i	3 7 1 7 4 7 7	AXBYBYZ	HUHUMAI	9	9.H.C 9.U.V 9.H.C 9.U.V 9.M.C 9.A.V 9.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hoʔomai	0	1158	1158	742	786	533	h o ʔ o m a i
1734	Rapanui	Rapanui (Easter Island)	rapa1244	1869	to buy	mono	mono	POLLEX	133521	438			m o n o	4 7 4 7	AXBZ	MUNU	5	5.M.C 5.U.V 5.N.C 5.U.V	2.0 1.5 1.75 0.8	mono	0	1159	1159	742	789	536	m o n o
1735	Rapanui	Rapanui (Easter Island)	rapa1244	1869	to buy	ho'o	ho'o	POLLEX	32394	1228			h o ʔ o	3 7 1 7	AXBZ	HUHU	5	5.H.C 5.U.V 5.H.C 5.U.V	2.0 1.5 1.75 0.8	hoʔo	0	1158	1158	742	786	533	h o ʔ o - - -
1996	Mangareva	Mangareva	mang1401	1869	to buy	'oko	'oko	POLLEX	32369	1228			ʔ o k o	1 7 1 7	AXBZ	HUKU	2	2.H.C 2.U.V 2.K.C 2.U.V	2.0 1.5 1.75 0.8	ʔoko	0	1156	1156	742	786	533	ʔ o k o - - -
5742	Hawaiian	Hawaiian	hawa1245	1869	to buy	kū'ai	kū'ai	71458	32182	1050			k uː ʔ a i	1 7 1 7 7	AXBYZ	KYHAI	1	1.K.C 1.Y.V 1.H.C 1.A.V 1.I.V	2.0 1.5 1.75 1.3 0.8	kuːʔai	0	1155	1155	742	785	534	k uː ʔ a i
3195	Sikaiana	Sikaiana	sika1261	1869	to buy	sui	sui	POLLEX	154818	1327			s u i	3 7 7	AXZ	SYI	8	8.S.C 8.Y.V 8.I.V	2.0 1.5 0.8	sui	0	1161	1161	748	791	535	s u i
3459	North_Marquesan	Marquesan	nort2845	1869	to buy	ho'o	ho'o	POLLEX	93478	1228		hoko	h o ʔ o	3 7 1 7	AXBZ	HUHU	4	4.H.C 4.U.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	hoʔo	0	1158	1158	742	786	533	h o ʔ o - - -
#
4551	Ra’ivavae	Ra'ivavae	aust1304	321	to chew	ʔaʔa maGu	ʔaʔa maGu	Tamaititahio-1213-2015	291188	1229			ʔ a ʔ a m a ɢ u	1 7 1 7 4 7 1 7	AXBYBYBZ	HAHAMAKY	6	6.H.C 6.A.V 6.H.C 6.A.V 6.M.C 6.A.V 6.K.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔaʔamaɢu	0	1166	1166	749	792	540	ʔ a ʔ a m a ɢ u
4799	Tuamotuan	Tuamotu	tuam1242	321	to chew	ŋau	ŋau	POLLEX	13455	1328			ŋ a u	4 7 7	AXZ	NAY	10	10.N.C 10.A.V 10.Y.V	2.0 1.5 0.8	ŋau	0	1170	1170	749	800	539	ŋ a u
906	Maori	Maori	maor1246	321	to chew	katikati	katikati	Biggs-85-2005	13294	1425			k a t i k a t i	1 7 1 7 1 7 1 7	AXBYBYBZ	KATIKATI	3	3.K.C 3.A.V 3.T.C 3.I.V 3.K.C 3.A.V 3.T.C 3.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	katikati	0	1164	1164	751	794	541	k a t i k a t i
1356	Tahitian	Tahitian (Modern)	tahi1242	321	to chew	'au'au	'au'au	Clark-173-2005	13382	1328			ʔ a u ʔ a u	1 7 7 1 7 7	AXYBYZ	HAYHAY	9	9.H.C 9.A.V 9.Y.V 9.H.C 9.A.V 9.Y.V	2.0 1.5 1.3 1.75 1.3 0.8	ʔauʔau	0	1166	1166	749	792	538	ʔ a u ʔ a u
1800	Rapanui	Rapanui (Easter Island)	rapa1244	321	to chew	mama	mama	POLLEX	88887	79			m a m a	4 7 4 7	AXBZ	MAMA	5	5.M.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	mama	0	1162	1162	749	792	537	- - m a m a
2065	Mangareva	Mangareva	mang1401	321	to chew	'amama	'amama	POLLEX	321462	79			ʔ a m a m a	1 7 4 7 4 7	AXBYBZ	HAMAMA	2	2.H.C 2.A.V 2.M.C 2.A.V 2.M.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʔamama	0	1163	1163	749	792	537	ʔ a m a m a
5800	Hawaiian	Hawaiian	hawa1245	321	to chew	mama	mama	71458	13261	79			m a m a	4 7 4 7	AXBZ	MAMA	1	1.M.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	mama	0	1162	1162	749	792	537	- - m a m a
3251	Sikaiana	Sikaiana	sika1261	321	to chew	maamaa	maamaa	POLLEX	90599	79			m aː m aː	4 7 4 7	AXBZ	MAMA	8	8.M.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	maːmaː	0	1162	1162	749	792	537	- - m aː m aː
5310	Rurutuan	Rurutuan	aust1304	321	to chew	ʔauʔau	ʔauʔau	Meyer-128-2005	13337	1328			ʔ a u ʔ a u	1 7 7 1 7 7	AXYBYZ	HAYHAY	7	7.H.C 7.A.V 7.Y.V 7.H.C 7.A.V 7.Y.V	2.0 1.5 1.3 1.75 1.3 0.8	ʔauʔau	0	1166	1166	749	792	538	ʔ a u ʔ a u
#
5749	Hawaiian	Hawaiian	hawa1245	1750	to choose	wae	wae	71458	76169	141			w a e	6 7 7	AXZ	WAE	1	1.W.C 1.A.V 1.E.V	2.0 1.5 0.8	wae	0	1171	1171	752	801	542	w a e
4506	Ra’ivavae	Ra'ivavae	aust1304	1750	to choose	peGeGau	peGeGau	Tamaititahio-1213-2015	291232	897			p e ɢ e ɢ a u	1 7 1 7 1 7 7	AXBYBYZ	PEKEKAY	6	6.P.C 6.E.V 6.K.C 6.E.V 6.K.C 6.A.V 6.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	peɢeɢau	0	1175	1175	756	805	547	p e ɢ e ɢ a u
4734	Tuamotuan	Tuamotu	tuam1242	1750	to choose	koikoi	koikoi	POLLEX	135648	921			k o i k o i	1 7 7 1 7 7	AXYBYZ	KUIKUI	10	10.K.C 10.U.V 10.I.V 10.K.C 10.U.V 10.I.V	2.0 1.5 1.3 1.75 1.3 0.8	koikoi	0	1179	1179	760	805	546	k o i k o i
859	Maori	Maori	maor1246	1750	to choose	whiri	firi	Biggs-85-2005	30073	80			f i r i	3 7 5 7	AXBZ	BIRI	3	3.B.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	firi	0	1172	1172	753	801	543	f i r i
5248	Rurutuan	Rurutuan	aust1304	1750	to choose	maʔiti	maʔiti	Meyer-128-2005	30116	1100			m a ʔ i t i	4 7 1 7 1 7	AXBYBZ	MAHITI	7	7.M.C 7.A.V 7.H.C 7.I.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maʔiti	0	1176	1176	753	806	544	m a ʔ i t i
1303	Tahitian	Tahitian (Modern)	tahi1242	1750	to choose	ma'iti	ma'iti	Clark-173-2005	30161	1100			m a ʔ i t i	4 7 1 7 1 7	AXBYBZ	MAHITI	9	9.M.C 9.A.V 9.H.C 9.I.V 9.T.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maʔiti	0	1176	1176	753	806	544	m a ʔ i t i
5750	Hawaiian	Hawaiian	hawa1245	1750	to choose	koho	koho	71458	76168	1054			k o h o	1 7 3 7	AXBZ	KUHU	1	1.K.C 1.U.V 1.H.C 1.U.V	2.0 1.5 1.75 0.8	koho	0	1180	1180	760	810	545	k o h o
1744	Rapanui	Rapanui (Easter Island)	rapa1244	1750	to choose	vae	vae	POLLEX	130646	141			v a e	3 7 7	AXZ	BAE	5	5.B.C 5.A.V 5.E.V	2.0 1.5 0.8	vae	0	1171	1171	752	801	542	v a e
3202	Sikaiana	Sikaiana	sika1261	1750	to choose	hili	hili	POLLEX	30231	80			h i l i	3 7 5 7	AXBZ	HILI	8	8.H.C 8.I.V 8.L.C 8.I.V	2.0 1.5 1.75 0.8	hili	0	1177	1177	753	807	543	h i l i
3469	North_Marquesan	Marquesan	nort2845	1750	to choose	vae	vae	POLLEX	30026	141			v a e	3 7 7	AXZ	BAE	4	4.B.C 4.A.V 4.E.V	2.0 1.5 0.8	vae	1	1171	1171	752	801	542	v a e
#
4427	Ra’ivavae	Ra'ivavae	aust1304	1102	to climb	piʔi	piʔi	Tamaititahio-1213-2015	291311	1101			p i ʔ i	1 7 1 7	AXBZ	PIHI	6	6.P.C 6.I.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	piʔi	0	1181	1181	761	811	548	p i ʔ i
4621	Tuamotuan	Tuamotu	tuam1242	1102	to climb	kake	kake	POLLEX	61293	707			k a k e	1 7 1 7	AXBZ	KAKE	10	10.K.C 10.A.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	kake	0	1188	1188	765	811	549	k a k e
765	Maori	Maori	maor1246	1102	to climb	piki	piki	Biggs-85-2005	61132	1101			p i k i	1 7 1 7	AXBZ	PIKI	3	3.P.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	piki	0	1182	1182	761	811	548	p i k i
5142	Rurutuan	Rurutuan	aust1304	1102	to climb	piʔi	piʔi	Meyer-128-2005	61175	1101			p i ʔ i	1 7 1 7	AXBZ	PIHI	7	7.P.C 7.I.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	piʔi	0	1181	1181	761	811	548	p i ʔ i
1209	Tahitian	Tahitian (Modern)	tahi1242	1102	to climb	ta'uma	ta'uma	Clark-173-2005	81054	880		pa'uma	t a ʔ u m a	1 7 1 7 4 7	AXBYBZ	TAHYMA	9	9.T.C 9.A.V 9.H.C 9.Y.V 9.M.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	taʔuma	0	1189	1189	769	819	550	t a ʔ u m a
5655	Hawaiian	Hawaiian	hawa1245	1102	to climb	pi'i	pi'i	71458	61099	1101			p i ʔ i	1 7 1 7	AXBZ	PIHI	1	1.P.C 1.I.V 1.H.C 1.I.V	2.0 1.5 1.75 0.8	piʔi	0	1181	1181	761	811	548	p i ʔ i
1634	Rapanui	Rapanui (Easter Island)	rapa1244	1102	to climb	eke	eke	POLLEX	88896	528			e k e	7 1 7	XBZ	EKE	5	5.E.V 5.K.C 5.E.V	1.5 1.75 0.8	eke	0	1185	1185	765	811	551	e k e
1886	Mangareva	Mangareva	mang1401	1102	to climb	piki	piki	POLLEX	321576	1101			p i k i	1 7 1 7	AXBZ	PIKI	2	2.P.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	piki	0	1182	1182	761	811	548	p i k i
3111	Sikaiana	Sikaiana	sika1261	1102	to climb	kake	kake	POLLEX	61290	707			k a k e	1 7 1 7	AXBZ	KAKE	8	8.K.C 8.A.V 8.K.C 8.E.V	2.0 1.5 1.75 0.8	kake	0	1188	1188	765	811	549	k a k e
3336	North_Marquesan	Marquesan	nort2845	1102	to climb	hiti	hiti	POLLEX	61085	1101			h i t i	3 7 1 7	AXBZ	HITI	4	4.H.C 4.I.V 4.T.C 4.I.V	2.0 1.5 1.75 0.8	hiti	0	1184	1184	761	814	552	h i t i
#
5347	Rurutuan	Rurutuan	aust1304	1446	to come	ʔano mai	ʔano mai	Meyer-128-2005	87238	81			ʔ a n o m a i	1 7 4 7 4 7 7	AXBYBYZ	HANUMAI	7	7.H.C 7.A.V 7.N.C 7.U.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔanomai	0	1196	1196	770	822	557	ʔ a n o m a i
4581	Ra’ivavae	Ra'ivavae	aust1304	1446	to come	haeGe mai	haeGe mai	Tamaititahio-1213-2015	291158	81			h a e ɢ e m a i	3 7 7 1 7 4 7 7	AXYBYBYZ	HAEKEMAI	6	6.H.C 6.A.V 6.E.V 6.K.C 6.E.V 6.M.C 6.A.V 6.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	haeɢemai	0	1195	1195	770	822	553	h a e ɢ e m a i
937	Maori	Maori	maor1246	1446	to come	haere mai	haere mai	Biggs-85-2005	2227	81			h a e r e m a i	3 7 7 5 7 4 7 7	AXYBYBYZ	HAEREMAI	3	3.H.C 3.A.V 3.E.V 3.R.C 3.E.V 3.M.C 3.A.V 3.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	haeremai	0	1192	1192	770	822	553	h a e r e m a i
1389	Tahitian	Tahitian (Modern)	tahi1242	1446	to come	haere mai	haere mai	Clark-173-2005	2315	81			h a e r e m a i	3 7 7 5 7 4 7 7	AXYBYBYZ	HAEREMAI	9	9.H.C 9.A.V 9.E.V 9.R.C 9.E.V 9.M.C 9.A.V 9.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	haeremai	0	1192	1192	770	822	553	h a e r e m a i
4841	Tuamotuan	Tuamotu	tuam1242	1446	to come	(haere) mai	mai	POLLEX	135243	81			m a i	4 7 7	AXZ	MAI	10	10.M.C 10.A.V 10.I.V	2.0 1.5 0.8	mai	0	1190	1190	770	820	554	m a i
1840	Rapanui	Rapanui (Easter Island)	rapa1244	1446	to come	tu'u	tu'u	POLLEX	130654	468			t u ʔ u	1 7 1 7	AXBZ	TYHY	5	5.T.C 5.Y.V 5.H.C 5.Y.V	2.0 1.5 1.75 0.8	tuʔu	0	1194	1194	771	821	558	t u ʔ u
2102	Mangareva	Mangareva	mang1401	1446	to come	a'u	a'u	POLLEX	321404	881			a ʔ u	7 1 7	XBZ	AHY	2	2.A.V 2.H.C 2.Y.V	1.5 1.75 0.8	aʔu	0	1191	1191	771	821	555	a ʔ u
5836	Hawaiian	Hawaiian	hawa1245	1446	to come	[hele] mai	mai	71458	2194	81			m a i	4 7 7	AXZ	MAI	1	1.M.C 1.A.V 1.I.V	2.0 1.5 0.8	mai	0	1190	1190	770	820	554	m a i
3284	Sikaiana	Sikaiana	sika1261	1446	to come	hale mai	hale mai	POLLEX	145922	81			h a l e m a i	3 7 5 7 4 7 7	AXBYBYZ	HALEMAI	8	8.H.C 8.A.V 8.L.C 8.E.V 8.M.C 8.A.V 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	halemai	0	1192	1192	770	822	553	h - a l e m a i
3576	North_Marquesan	Marquesan	nort2845	1446	to come	he'e  mai	he'e  mai	POLLEX	135702	81			h e ʔ e m a i	3 7 1 7 4 7 7	AXBYBYZ	HEHEMAI	4	4.H.C 4.E.V 4.H.C 4.E.V 4.M.C 4.A.V 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	heʔemai	0	1191	1191	770	822	553	h - e ʔ e m a i
3577	North_Marquesan	Marquesan	nort2845	1446	to come	tihe	tihe	POLLEX	2180	743			t i h e	1 7 3 7	AXBZ	TIHE	4	4.T.C 4.I.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	tihe	0	1194	1194	780	821	556	t i h e
5346	Rurutuan	Rurutuan	aust1304	1446	to come	ʔaere mai	ʔaere mai	Meyer-128-2005	87239	81			ʔ a e r e m a i	1 7 7 5 7 4 7 7	AXYBYBYZ	HAEREMAI	7	7.H.C 7.A.V 7.E.V 7.R.C 7.E.V 7.M.C 7.A.V 7.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 0.8	ʔaeremai	0	1192	1192	770	822	553	ʔ a e r e m a i
#
4550	Ra’ivavae	Ra'ivavae	aust1304	1100	to cook	tunu	tunu	Tamaititahio-1213-2015	291189	1404			t u n u	1 7 4 7	AXBZ	TYNY	6	6.T.C 6.Y.V 6.N.C 6.Y.V	2.0 1.5 1.75 0.8	tunu	0	1198	1198	782	824	559	t u n u
4798	Tuamotuan	Tuamotu	tuam1242	1100	to cook	tao	tao	POLLEX	13812	142			t a o	1 7 7	AXZ	TAU	10	10.T.C 10.A.V 10.U.V	2.0 1.5 0.8	tao	0	1199	1199	782	824	560	t a o
905	Maori	Maori	maor1246	1100	to cook	tao	tao	Biggs-85-2005	13651	142			t a o	1 7 7	AXZ	TAU	3	3.T.C 3.A.V 3.U.V	2.0 1.5 0.8	tao	0	1199	1199	782	824	560	t a o
1354	Tahitian	Tahitian (Modern)	tahi1242	1100	to cook	'eu	'eu	Clark-173-2005	89670	142			ʔ e u	1 7 7	AXZ	HEY	9	9.H.C 9.E.V 9.Y.V	2.0 1.5 0.8	ʔeu	0	1205	1205	789	831	561	ʔ e u
1355	Tahitian	Tahitian (Modern)	tahi1242	1100	to cook	tunu	tunu	Clark-173-2005	89669	1404			t u n u	1 7 4 7	AXBZ	TYNY	9	9.T.C 9.Y.V 9.N.C 9.Y.V	2.0 1.5 1.75 0.8	tunu	0	1198	1198	782	824	559	t u n u
1799	Rapanui	Rapanui (Easter Island)	rapa1244	1100	to cook	tunu	tunu	POLLEX	130653	1404			t u n u	1 7 4 7	AXBZ	TYNY	5	5.T.C 5.Y.V 5.N.C 5.Y.V	2.0 1.5 1.75 0.8	tunu	0	1198	1198	782	824	559	t u n u
2064	Mangareva	Mangareva	mang1401	1100	to cook	tunu	tunu	POLLEX	321463	1404			t u n u	1 7 4 7	AXBZ	TYNY	2	2.T.C 2.Y.V 2.N.C 2.Y.V	2.0 1.5 1.75 0.8	tunu	0	1198	1198	782	824	559	t u n u
5799	Hawaiian	Hawaiian	hawa1245	1100	to cook	ho'omo'a	ho'omo'a	71458	13618	1060			h o ʔ o m o ʔ a	3 7 1 7 4 7 1 7	AXBYBYBZ	HUHUMUHA	1	1.H.C 1.U.V 1.H.C 1.U.V 1.M.C 1.U.V 1.H.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hoʔomoʔa	0	1197	1197	781	823	564	h o ʔ o m o ʔ a
3250	Sikaiana	Sikaiana	sika1261	1100	to cook	tao	tao	POLLEX	13809	142			t a o	1 7 7	AXZ	TAU	8	8.T.C 8.A.V 8.U.V	2.0 1.5 0.8	tao	0	1199	1199	782	824	560	t a o
