# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PARTIAL	PARTIAL_IDS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE	PATTERNS
511	Enqi	mouth	ʨu₂₂qwa₂₄	tɕ u ²² + q w a ²⁴	40	ab	139 140	200 868 1150 757 462 997 1156	674	nort2724	2 7 8 9 1 6 7 8	AXT_ACXT	CY1_KWA2	3	3.C.C 3.Y.V 3.1.T 3._._ 3.K.C 3.W.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	277 278	tɕ u - ²² ◦ q w a ²⁴	c v t + c c v t	15-1/Ø 0/n 148-1/Ø 0/n + 103-2/Ø 29-17/w 0/n 0/n
512	Ega	mouth	ʨu₂₂kwa₅₅qo₄₂	tɕ u ²² + k w a ⁵⁵ + q o ⁴²	41	abc	139 140 142	200 868 1150 838 462 997 1189 757 887 1175	674	nort2724	2 7 8 9 1 6 7 8 9 1 7 8	AXT_ACXT_AXT	CY1_KWA5_KU3	2	2.C.C 2.Y.V 2.1.T 2._._ 2.K.C 2.W.C 2.A.V 2.5.T 2._._ 2.K.C 2.U.V 2.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	277 278 279	tɕ u - ²² ◦ k w a ⁵⁵ ◦ q o ⁴²	c v t + c c v t + c v t	15-1/Ø 0/n 148-1/Ø 0/n + 103-2/Ø 29-17/w 0/n 0/n + 45-10/k 0/n 0/n
#
513	Gongxing	name	ɲwɛ₅₅	ɲ w ɛ ⁵⁵	43	a	143	595 462 1121 1189	1405	nort2724	4 6 7 8	ACXT	NWE5	4	4.N.C 4.W.C 4.E.V 4.5.T	1.6 1.2 3.0 1.0	0	281	ɲ w ɛ ⁵⁵	c c v t	51-7/l 108-3/ɣ 0/n 0/n
514	Jinman	name	ɲo₅₅	ɲ o ⁵⁵	43	a	143	595 887 1189	1405	nort2724	4 7 8	AXT	NU5	5	5.N.C 5.U.V 5.5.T	1.6 3.0 1.0	0	281	ɲ - o ⁵⁵	c v t	51-7/l 108-3/ɣ 0/n 0/n
515	Mazhelong	name	mjɚ₅₅	m j ə˞ ⁵⁵	43	a	143	241 570 1026 1189	1405	sout2730	4 6 7 8	ACXT	MJE5	7	7.M.C 7.J.C 7.E.V 7.5.T	1.6 1.2 3.0 1.0	0	280	m j ə˞ - ⁵⁵	c c v t	140-12/m 27-20/j 0/n 17-7/- 0/n
516	Dashi	name	mjɚ₃₅	m j ə˞ ³⁵	43	a	143	241 570 1026 1165	1405	cent2004	4 6 7 8	ACXT	MJE2	1	1.M.C 1.J.C 1.E.V 1.2.T	1.6 1.2 3.0 1.0	0	280	m j ə˞ - ³⁵	c c v t	140-12/m 27-20/j 0/n 17-7/- 0/n
517	Zhoucheng	name	mjɛ₃₅	m j ɛ ³⁵	43	a	143	241 570 1121 1165	1405	sout2730	4 6 7 8	ACXT	MJE2	9	9.M.C 9.J.C 9.E.V 9.2.T	1.6 1.2 3.0 1.0	0	280	m j ɛ - ³⁵	c c v t	140-12/m 27-20/j 0/n 17-7/- 0/n
518	Jinxing	name	mjan₅₅	m j a n ⁵⁵	43	a	143	241 570 997 107 1189	1405	cent2004	4 6 7 4 8	ACXLT	MJAN5	6	6.M.C 6.J.C 6.A.V 6.N.c 6.5.T	1.6 1.2 3.0 1.1 1.0	0	280	m j a n ⁵⁵	c c v c t	140-12/m 27-20/j 0/n 17-7/- 0/n
519	Tuolo	name	ɲwa₅₅	ɲ w a ⁵⁵	43	a	143	595 462 997 1189	1405	nort2724	4 6 7 8	ACXT	NWA5	8	8.N.C 8.W.C 8.A.V 8.5.T	1.6 1.2 3.0 1.0	0	281	ɲ w a ⁵⁵	c c v t	51-7/l 108-3/ɣ 0/n 0/n
520	Enqi	name	mjæ₂₄	m j æ ²⁴	43	a	143	241 570 1087 1156	1405	nort2724	4 6 7 8	ACXT	MJE2	3	3.M.C 3.J.C 3.E.V 3.2.T	1.6 1.2 3.0 1.0	0	280	m j æ - ²⁴	c c v t	140-12/m 27-20/j 0/n 17-7/- 0/n
521	Ega	name	ɲɥa₅₅	ɲ ɥ a ⁵⁵	43	a	143	595 458 997 1189	1405	nort2724	4 6 7 8	ACXT	NJA5	2	2.N.C 2.J.C 2.A.V 2.5.T	1.6 1.2 3.0 1.0	0	281	ɲ ɥ a ⁵⁵	c c v t	51-7/l 108-3/ɣ 0/n 0/n
#
957	Gongxing	near	ʥen₂₂	dʑ e n ²²	205	a	301	197 1089 107 1150	1942	nort2724	2 7 4 8	AXLT	CEN1	4	4.C.C 4.E.V 4.N.c 4.1.T	1.6 3.0 1.1 1.0	0	282	dʑ e n ²²	c v c t	80-1/tɕ 0/n 7-11/n 0/n
958	Jinman	near	ʦʰo₅₅	tsʰ o ⁵⁵	205	a	301	13 887 1189	1942	nort2724	2 7 8	AXT	CU5	5	5.C.C 5.U.V 5.5.T	1.6 3.0 1.0	0	282	tsʰ o - ⁵⁵	c v t	80-1/tɕ 0/n 7-11/n 0/n
959	Mazhelong	near	ʨen₃₃	tɕ e n ³³	205	a	301	200 1089 107 1161	1942	sout2730	2 7 4 8	AXLT	CEN4	7	7.C.C 7.E.V 7.N.c 7.4.T	1.6 3.0 1.1 1.0	0	282	tɕ e n ³³	c v c t	80-1/tɕ 0/n 7-11/n 0/n
960	Dashi	near	ʨen₃₃	tɕ e n ³³	205	a	301	200 1089 107 1161	1942	cent2004	2 7 4 8	AXLT	CEN4	1	1.C.C 1.E.V 1.N.c 1.4.T	1.6 3.0 1.1 1.0	0	282	tɕ e n ³³	c v c t	80-1/tɕ 0/n 7-11/n 0/n
961	Zhoucheng	near	ʨe₃₃	tɕ e ³³	205	a	301	200 1089 1161	1942	sout2730	2 7 8	AXT	CE4	9	9.C.C 9.E.V 9.4.T	1.6 3.0 1.0	0	282	tɕ e - ³³	c v t	80-1/tɕ 0/n 7-11/n 0/n
962	Jinxing	near	ʨen₃₃	tɕ e n ³³	205	a	301	200 1089 107 1161	1942	cent2004	2 7 4 8	AXLT	CEN4	6	6.C.C 6.E.V 6.N.c 6.4.T	1.6 3.0 1.1 1.0	0	282	tɕ e n ³³	c v c t	80-1/tɕ 0/n 7-11/n 0/n
963	Tuolo	near	jen₃₃	j e n ³³	206	b	302	570 1089 107 1161	1942	nort2724	6 7 4 8	AXLT	JEN4	8	8.J.C 8.E.V 8.N.c 8.4.T	1.6 3.0 1.1 1.0	0	289	j e n ³³	c v c t	0/n 0/n 0/n 0/n
964	Enqi	near	ʨi₂₂	tɕ i ²²	205	a	301	200 1076 1150	1942	nort2724	2 7 8	AXT	CI1	3	3.C.C 3.I.V 3.1.T	1.6 3.0 1.0	0	282	tɕ i - ²²	c v t	80-1/tɕ 0/n 7-11/n 0/n
965	Ega	near	ʦʰo₅₅	tsʰ o ⁵⁵	205	a	301	13 887 1189	1942	nort2724	2 7 8	AXT	CU5	2	2.C.C 2.U.V 2.5.T	1.6 3.0 1.0	0	282	tsʰ o - ⁵⁵	c v t	80-1/tɕ 0/n 7-11/n 0/n
#
522	Gongxing	neck	qoŋ₅₅noŋ₄₂	q o ŋ ⁵⁵ + n o ŋ ⁴²	44	di	144 145	757 887 801 1189 107 887 801 1175	1333	nort2724	1 7 4 8 9 4 7 4 8	AXLT_AXLT	KUN5_NUN3	4	4.K.C 4.U.V 4.N.c 4.5.T 4._._ 4.N.C 4.U.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	292 298	q o ŋ ⁵⁵ ◦ n o ŋ ⁴²	c v c t + c v c t	45-10/k 0/n 3-2/- 0/n + 0/n 0/n 0/n 0/n
523	Jinman	neck	qo₄₂te₃₃me₄₂	q o ⁴² + t e ³³ + m e ⁴²	46	dea	144 146 147	757 887 1175 120 1089 1161 241 1089 1175	1333	nort2724	1 7 8 9 1 7 8 9 4 7 8	AXT_AXT_AXT	KU3_TE4_ME3	5	5.K.C 5.U.V 5.3.T 5._._ 5.T.C 5.E.V 5.4.T 5._._ 5.M.C 5.E.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	292 291 294	q o - ⁴² ◦ t e ³³ ◦ m e ⁴²	c v t + c v t + c v t	45-10/k 0/n 3-2/- 0/n + 125-1/tʰ 0/n 0/n + 140-12/m 0/n 0/n
524	Mazhelong	neck	kɤ₄₂tɛ₅₅	k ɤ ⁴² + t ɛ ⁵⁵	45	de	144 146	838 947 1175 120 1121 1189	1333	sout2730	1 7 8 9 1 7 8	AXT_AXT	KE3_TE5	7	7.K.C 7.E.V 7.3.T 7._._ 7.T.C 7.E.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	292 291	k ɤ - ⁴² ◦ t ɛ ⁵⁵	c v t + c v t	45-10/k 0/n 3-2/- 0/n + 125-1/tʰ 0/n 0/n
525	Dashi	neck	mjɚ₄₂tʰõ₅₅	m j ə˞ ⁴² + tʰ õ ⁵⁵	49	ab	147 148	241 570 1026 1175 138 883 1189	1333	cent2004	4 6 7 8 9 1 7 8	ACXT_AXT	MJE3_TU5	1	1.M.C 1.J.C 1.E.V 1.3.T 1._._ 1.T.C 1.U.V 1.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	290 291	m j ə˞ ⁴² ◦ tʰ õ ⁵⁵	c c v t + c v t	0/n 0/n 0/n 0/n + 125-1/tʰ 0/n 0/n
526	Zhoucheng	neck	po₃₅ʦɿ₃₃ku₃₅	p o ³⁵ + ts ɿ ³³ + k u ³⁵	50	ghd	149 150 144	291 887 1165 15 945 1161 838 868 1165	1333	sout2730	1 7 8 9 2 7 8 9 1 7 8	AXT_AXT_AXT	PU2_CI4_KY2	9	9.P.C 9.U.V 9.2.T 9._._ 9.C.C 9.I.V 9.4.T 9._._ 9.K.C 9.Y.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	309 291 311	p o ³⁵ ◦ ts ɿ ³³ ◦ k u ³⁵	c v t + c v t + c v t	0/n 0/n 0/n + 125-1/tʰ 0/n 0/n + 0/n 0/n 0/n
527	Jinxing	neck	kɤ₄₂mi₄₂ʦɿ₃₃	k ɤ ⁴² + m i ⁴² + ts ɿ ³³	48	daf	144 147 151	838 947 1175 241 1076 1175 15 945 1161	1333	cent2004	1 7 8 9 4 7 8 9 2 7 8	AXT_AXT_AXT	KE3_MI3_CI4	6	6.K.C 6.E.V 6.3.T 6._._ 6.M.C 6.I.V 6.3.T 6._._ 6.C.C 6.I.V 6.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	292 294 291	k ɤ - ⁴² ◦ m i ⁴² ◦ ts ɿ ³³	c v t + c v t + c v t	45-10/k 0/n 3-2/- 0/n + 140-12/m 0/n 0/n + 125-1/tʰ 0/n 0/n
528	Tuolo	neck	qoŋ₂₁mo₂₁	q o ŋ ²¹ + m o ²¹	47	da	144 147	757 887 801 1152 241 887 1152	1333	nort2724	1 7 4 8 9 4 7 8	AXLT_AXT	KUN3_MU3	8	8.K.C 8.U.V 8.N.c 8.3.T 8._._ 8.M.C 8.U.V 8.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	292 294	q o ŋ ²¹ ◦ m o ²¹	c v c t + c v t	45-10/k 0/n 3-2/- 0/n + 140-12/m 0/n 0/n
529	Enqi	neck	qo₄₃tæ₅₅	q o ⁴³ + t æ ⁵⁵	45	de	144 146	757 887 1176 120 1087 1189	1333	nort2724	1 7 8 9 1 7 8	AXT_AXT	KU3_TE5	3	3.K.C 3.U.V 3.3.T 3._._ 3.T.C 3.E.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	292 291	q o - ⁴³ ◦ t æ ⁵⁵	c v t + c v t	45-10/k 0/n 3-2/- 0/n + 125-1/tʰ 0/n 0/n
530	Ega	neck	qo₄₂tɛ₄₄me₄₂	q o ⁴² + t ɛ ⁴⁴ + m e ⁴²	46	dea	144 146 147	757 887 1175 120 1121 1178 241 1089 1175	1333	nort2724	1 7 8 9 1 7 8 9 4 7 8	AXT_AXT_AXT	KU3_TE5_ME3	2	2.K.C 2.U.V 2.3.T 2._._ 2.T.C 2.E.V 2.5.T 2._._ 2.M.C 2.E.V 2.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	292 291 294	q o - ⁴² ◦ t ɛ ⁴⁴ ◦ m e ⁴²	c v t + c v t + c v t	45-10/k 0/n 3-2/- 0/n + 125-1/tʰ 0/n 0/n + 140-12/m 0/n 0/n
531	Dashi	neck	ɚ₄₄mjɚ₄₂	ə˞ ⁴⁴ + m j ə˞ ⁴²	51	ca	152 147	1026 1178 241 570 1026 1175	1333	cent2004	7 8 9 4 6 7 8	XT_ACXT	E5_MJE3	1	1.E.V 1.5.T 1._._ 1.M.C 1.J.C 1.E.V 1.3.T	3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	312 290	ə˞ ⁴⁴ ◦ m j ə˞ ⁴²	v t + c c v t	0/n 0/n + 0/n 0/n 0/n 0/n
#
532	Gongxing	new	ɕen₅₅	ɕ e n ⁵⁵	52	a	153	204 1089 107 1189	1231	nort2724	3 7 4 8	AXLT	SEN5	4	4.S.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	0	313	ɕ e n ⁵⁵	c v c t	155-1/ɕʰ 0/n 7-11/n 0/n
533	Jinman	new	sẽ₅₅	s ẽ ⁵⁵	52	a	153	89 1090 1189	1231	nort2724	3 7 8	AXT	SE5	5	5.S.C 5.E.V 5.5.T	1.6 3.0 1.0	1	313	s ẽ - ⁵⁵	c v t	155-1/ɕʰ 0/n 7-11/n 0/n
534	Mazhelong	new	ɕen₅₅	ɕ e n ⁵⁵	52	a	153	204 1089 107 1189	1231	sout2730	3 7 4 8	AXLT	SEN5	7	7.S.C 7.E.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	1	313	ɕ e n ⁵⁵	c v c t	155-1/ɕʰ 0/n 7-11/n 0/n
535	Dashi	new	ɕʰen₅₅	ɕʰ e n ⁵⁵	52	a	153	206 1089 107 1189	1231	cent2004	3 7 4 8	AXLT	SEN5	1	1.S.C 1.E.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0	0	313	ɕʰ e n ⁵⁵	c v c t	155-1/ɕʰ 0/n 7-11/n 0/n
536	Zhoucheng	new	ɕi₃₅	ɕ i ³⁵	52	a	153	204 1076 1165	1231	sout2730	3 7 8	AXT	SI2	9	9.S.C 9.I.V 9.2.T	1.6 3.0 1.0	1	313	ɕ i - ³⁵	c v t	155-1/ɕʰ 0/n 7-11/n 0/n
537	Jinxing	new	ɕen₅₅	ɕ e n ⁵⁵	52	a	153	204 1089 107 1189	1231	cent2004	3 7 4 8	AXLT	SEN5	6	6.S.C 6.E.V 6.N.c 6.5.T	1.6 3.0 1.1 1.0	1	313	ɕ e n ⁵⁵	c v c t	155-1/ɕʰ 0/n 7-11/n 0/n
538	Tuolo	new	ɕen₅₅	ɕ e n ⁵⁵	52	a	153	204 1089 107 1189	1231	nort2724	3 7 4 8	AXLT	SEN5	8	8.S.C 8.E.V 8.N.c 8.5.T	1.6 3.0 1.1 1.0	1	313	ɕ e n ⁵⁵	c v c t	155-1/ɕʰ 0/n 7-11/n 0/n
539	Enqi	new	si₂₄	s i ²⁴	52	a	153	89 1076 1156	1231	nort2724	3 7 8	AXT	SI2	3	3.S.C 3.I.V 3.2.T	1.6 3.0 1.0	1	313	s i - ²⁴	c v t	155-1/ɕʰ 0/n 7-11/n 0/n
540	Ega	new	sɛ₅₅	s ɛ ⁵⁵	52	a	153	89 1121 1189	1231	nort2724	3 7 8	AXT	SE5	2	2.S.C 2.E.V 2.5.T	1.6 3.0 1.0	1	313	s ɛ - ⁵⁵	c v t	155-1/ɕʰ 0/n 7-11/n 0/n
#
541	Gongxing	night	ja₅₅xɯ₄₂	j a ⁵⁵ + x ɯ ⁴²	53	hf	154 155	570 997 1189 778 944 1175	1233	nort2724	6 7 8 9 3 7 8	AXT_AXT	JA5_GI3	4	4.J.C 4.A.V 4.5.T 4._._ 4.G.C 4.I.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	320 315	j a ⁵⁵ ◦ x ɯ ⁴²	c v t + c v t	0/n 0/n 0/n + 102-1/k 0/n 0/n
542	Jinman	night	ɕa₅₅xɯ̃₄₂	ɕ a ⁵⁵ + x ɯ̃ ⁴²	54	ef	156 155	204 997 1189 778 943 1175	1233	nort2724	3 7 8 9 3 7 8	AXT_AXT	SA5_GI3	5	5.S.C 5.A.V 5.5.T 5._._ 5.G.C 5.I.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	318 315	ɕ a ⁵⁵ ◦ x ɯ̃ ⁴²	c v t + c v t	122-1/Ø 0/n 0/n + 102-1/k 0/n 0/n
543	Mazhelong	night	ɕɚ₅₅pʰo₅₅	ɕ ə˞ ⁵⁵ + pʰ o ⁵⁵	55	ei	156 157	204 1026 1189 264 887 1189	1233	sout2730	3 7 8 9 1 7 8	AXT_AXT	SE5_PU5	7	7.S.C 7.E.V 7.5.T 7._._ 7.P.C 7.U.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	318 314	ɕ ə˞ ⁵⁵ ◦ pʰ o ⁵⁵	c v t + c v t	122-1/Ø 0/n 0/n + 48-1/p 0/n 0/n
544	Dashi	night	pe₃₃kɚ₄₂	p e ³³ + k ə˞ ⁴²	56	ab	158 159	291 1089 1161 838 1026 1175	1233	cent2004	1 7 8 9 1 7 8	AXT_AXT	PE4_KE3	1	1.P.C 1.E.V 1.4.T 1._._ 1.K.C 1.E.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	314 315	p e ³³ ◦ k ə˞ ⁴²	c v t + c v t	48-1/p 0/n 0/n + 102-1/k 0/n 0/n
545	Zhoucheng	night	pe₃₃kɛ₄₂	p e ³³ + k ɛ ⁴²	56	ab	158 159	291 1089 1161 838 1121 1175	1233	sout2730	1 7 8 9 1 7 8	AXT_AXT	PE4_KE3	9	9.P.C 9.E.V 9.4.T 9._._ 9.K.C 9.E.V 9.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	314 315	p e ³³ ◦ k ɛ ⁴²	c v t + c v t	48-1/p 0/n 0/n + 102-1/k 0/n 0/n
546	Jinxing	night	pẽ₅₅ka₄₂	p ẽ ⁵⁵ + k a ⁴²	56	ab	158 159	291 1090 1189 838 997 1175	1233	cent2004	1 7 8 9 1 7 8	AXT_AXT	PE5_KA3	6	6.P.C 6.E.V 6.5.T 6._._ 6.K.C 6.A.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	314 315	p ẽ ⁵⁵ ◦ k a ⁴²	c v t + c v t	48-1/p 0/n 0/n + 102-1/k 0/n 0/n
547	Tuolo	night	pɛ₃₃ʨa₂₁	p ɛ ³³ + tɕ a ²¹	56	ab	158 159	291 1121 1161 200 997 1152	1233	nort2724	1 7 8 9 2 7 8	AXT_AXT	PE4_CA3	8	8.P.C 8.E.V 8.4.T 8._._ 8.C.C 8.A.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	314 315	p ɛ ³³ ◦ tɕ a ²¹	c v t + c v t	48-1/p 0/n 0/n + 102-1/k 0/n 0/n
548	Enqi	night	ɕa₂₄xɯ₂₂	ɕ a ²⁴ + x ɯ ²²	54	ef	156 155	204 997 1156 778 944 1150	1233	nort2724	3 7 8 9 3 7 8	AXT_AXT	SA2_GI1	3	3.S.C 3.A.V 3.2.T 3._._ 3.G.C 3.I.V 3.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	318 315	ɕ a ²⁴ ◦ x ɯ ²²	c v t + c v t	122-1/Ø 0/n 0/n + 102-1/k 0/n 0/n
549	Ega	night	ɲi₄₄u₂₂	ɲ i ⁴⁴ + u ²²	60	cd	160 161	595 1076 1178 868 1150	1233	nort2724	4 7 8 9 7 8	AXT_XT	NI5_Y1	2	2.N.C 2.I.V 2.5.T 2._._ 2.Y.V 2.1.T	1.6 3.0 1.0 0.0 3.0 1.0	0	316 315	ɲ i ⁴⁴ ◦ - u ²²	c v t + v t	0/n 0/n 0/n + 102-1/k 0/n 0/n
550	Tuolo	night	xa₄₂xɯ₂₁	x a ⁴² + x ɯ ²¹	54	ef	156 155	778 997 1175 778 944 1152	1233	nort2724	3 7 8 9 3 7 8	AXT_AXT	GA3_GI3	8	8.G.C 8.A.V 8.3.T 8._._ 8.G.C 8.I.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	318 315	x a ⁴² ◦ x ɯ ²¹	c v t + c v t	122-1/Ø 0/n 0/n + 102-1/k 0/n 0/n
#
551	Gongxing	nose	ty₂₁tjy₂₄	t y ²¹ + t j y ²⁴	62	hb	162 163	120 1047 1152 120 570 1047 1156	1221	nort2724	1 7 8 9 1 6 7 8	AXT_ACXT	TY3_TJY2	4	4.T.C 4.Y.V 4.3.T 4._._ 4.T.C 4.J.C 4.Y.V 4.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	325 322	t y ²¹ ◦ t j y ²⁴	c v t + c c v t	149-2/Ø 0/n 0/n + 11-1/t 130-1/- 0/n 0/n
552	Jinman	nose	qʰwe₄₂tjɯ₂₁	qʰ w e ⁴² + t j ɯ ²¹	63	cg	164 165	759 462 1089 1175 120 570 944 1152	1221	nort2724	1 6 7 8 9 1 6 7 8	ACXT_ACXT	KWE3_TJI3	5	5.K.C 5.W.C 5.E.V 5.3.T 5._._ 5.T.C 5.J.C 5.I.V 5.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	323 322	qʰ w e ⁴² ◦ t j ɯ ²¹	c c v t + c c v t	9-1/Ø 29-17/w 0/n 0/n + 11-1/t 130-1/- 0/n 0/n
553	Mazhelong	nose	pʰjen₄₂	pʰ j e n ⁴²	61	h	162	264 570 1089 107 1175	1221	sout2730	1 6 7 4 8	ACXLT	PJEN3	7	7.P.C 7.J.C 7.E.V 7.N.c 7.3.T	1.6 1.2 3.0 1.1 1.0	0	332	pʰ j e n ⁴²	c c v c t	145-4/p 27-20/j 0/n 7-11/n 0/n
554	Dashi	nose	wɤ₄₂tiǝ₂₁	w ɤ ⁴² + t iə ²¹	65	ab	166 163	462 947 1175 120 1139 1152	1221	cent2004	6 7 8 9 1 7 8	AXT_AXT	WE3_TI3	1	1.W.C 1.E.V 1.3.T 1._._ 1.T.C 1.I.V 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	321 322	w ɤ ⁴² ◦ t - iə ²¹	c v t + c v t	66-2/w 0/n 0/n + 11-1/t 130-1/- 0/n 0/n
555	Zhoucheng	nose	pi₃₁fɤ₄₄ʦɿ₄₄	p i ³¹ + f ɤ ⁴⁴ + ts ɿ ⁴⁴	66	ijk	167 168 169	291 1076 1162 452 947 1178 15 945 1178	1221	sout2730	1 7 8 9 3 7 8 9 2 7 8	AXT_AXT_AXT	PI3_BE5_CI5	9	9.P.C 9.I.V 9.3.T 9._._ 9.B.C 9.E.V 9.5.T 9._._ 9.C.C 9.I.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	336 321 324	p i ³¹ ◦ f ɤ ⁴⁴ ◦ ts ɿ - ⁴⁴	c v t + c v t + c v t	0/n 0/n 0/n + 66-2/w 0/n 0/n + 81-4/ts 0/n 40-3/Ø 0/n
556	Jinxing	nose	pjen₂₁	p j e n ²¹	61	h	162	291 570 1089 107 1152	1221	cent2004	1 6 7 4 8	ACXLT	PJEN3	6	6.P.C 6.J.C 6.E.V 6.N.c 6.3.T	1.6 1.2 3.0 1.1 1.0	0	332	p j e n ²¹	c c v c t	145-4/p 27-20/j 0/n 7-11/n 0/n
557	Tuolo	nose	vɚ₄₂djɯ₃₅	v ə˞ ⁴² + d j ɯ ³⁵	65	ab	166 163	451 1026 1175 145 570 944 1165	1221	nort2724	3 7 8 9 1 6 7 8	AXT_ACXT	BE3_TJI2	8	8.B.C 8.E.V 8.3.T 8._._ 8.T.C 8.J.C 8.I.V 8.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	321 322	v ə˞ ⁴² ◦ d j ɯ ³⁵	c v t + c c v t	66-2/w 0/n 0/n + 11-1/t 130-1/- 0/n 0/n
558	Enqi	nose	ʦo₂₁qʰo₂₂tjɯ₂₁	ts o ²¹ + qʰ o ²² + t j ɯ ²¹	68	efb	170 171 163	15 887 1152 759 887 1150 120 570 944 1152	1221	nort2724	2 7 8 9 1 7 8 9 1 6 7 8	AXT_AXT_ACXT	CU3_KU1_TJI3	3	3.C.C 3.U.V 3.3.T 3._._ 3.K.C 3.U.V 3.1.T 3._._ 3.T.C 3.J.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	325 324 322	ts o ²¹ ◦ qʰ o - ²² ◦ t j ɯ ²¹	c v t + c v t + c c v t	149-2/Ø 0/n 0/n + 81-4/ts 0/n 40-3/Ø 0/n + 11-1/t 130-1/- 0/n 0/n
559	Ega	nose	kʰwɛ₄₂ʨyj₂₁	kʰ w ɛ ⁴² + tɕ y j ²¹	64	cd	164 172	820 462 1121 1175 200 1047 570 1152	1221	nort2724	1 6 7 8 9 2 7 6 8	ACXT_AXLT	KWE3_CYJ3	2	2.K.C 2.W.C 2.E.V 2.3.T 2._._ 2.C.C 2.Y.V 2.J.c 2.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	323 324	kʰ w ɛ ⁴² ◦ tɕ y j ²¹	c c v t + c v c t	9-1/Ø 29-17/w 0/n 0/n + 81-4/ts 0/n 40-3/Ø 0/n
#
560	Gongxing	not	ɛ₅₅	ɛ ⁵⁵	69	d	173	1121 1189	1240	nort2724	7 8	XT	E5	4	4.E.V 4.5.T	3.0 1.0	0	339	ɛ ⁵⁵	v t	0/n 0/n
561	Jinman	not	a₄₂	a ⁴²	70	c	174	997 1175	1240	nort2724	7 8	XT	A3	5	5.A.V 5.3.T	3.0 1.0	0	339	a ⁴²	v t	0/n 0/n
562	Mazhelong	not	a₃₁mow₃₃	a ³¹ + m o w ³³	71	cb	174 175	997 1162 241 887 462 1161	1240	sout2730	7 8 9 4 7 6 8	XT_AXLT	A3_MUW4	7	7.A.V 7.3.T 7._._ 7.M.C 7.U.V 7.W.c 7.4.T	3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	339 345	a ³¹ ◦ m o w ³³	v t + c v c t	0/n 0/n + 0/n 0/n 0/n 0/n
563	Dashi	not	ma₃₃xa₅₅	m a ³³ + x a ⁵⁵	74	ab	176 175	241 997 1161 778 997 1189	1240	cent2004	4 7 8 9 3 7 8	AXT_AXT	MA4_GA5	1	1.M.C 1.A.V 1.4.T 1._._ 1.G.C 1.A.V 1.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	337 338	m a ³³ ◦ x a ⁵⁵	c v t + c v t	140-12/m 0/n 0/n + 2-1/x 0/n 0/n
564	Zhoucheng	not	mo₃₃	m o ³³	73	a	176	241 887 1161	1240	sout2730	4 7 8	AXT	MU4	9	9.M.C 9.U.V 9.4.T	1.6 3.0 1.0	0	337	m o ³³	c v t	140-12/m 0/n 0/n
