# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PARTIAL	PARTIAL_IDS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS	ALIGNMENT	STRUCTURE	PATTERNS
229	Ega	eye	ŋwi₂₂	ŋ w i ²²	264	a	78	801 462 1076 1150	1248	nort2724	4 6 7 8	ACXT	NWI1	2	2.N.C 2.W.C 2.I.V 2.1.T	1.6 1.2 3.0 1.0	0	133	ŋ w i - ²²	c c v t	119-1/- 29-17/w 0/n 123-2/- 0/n
#
939	Gongxing	far	tɥen₂₂	t ɥ e n ²²	200	a	299	120 458 1089 107 1150	1406	nort2724	1 6 7 4 8	ACXLT	TJEN1	4	4.T.C 4.J.C 4.E.V 4.N.c 4.1.T	1.6 1.2 3.0 1.1 1.0	0	139	t ɥ e n ²²	c c v c t	59-9/t 150-1/Ø 0/n 123-2/- 0/n
940	Jinman	far	tyj₂₂	t y j ²²	200	a	299	120 1047 570 1150	1406	nort2724	1 7 6 8	AXLT	TYJ1	5	5.T.C 5.Y.V 5.J.c 5.1.T	1.6 3.0 1.1 1.0	0	139	t - y j ²²	c v c t	59-9/t 150-1/Ø 0/n 123-2/- 0/n
941	Mazhelong	far	ʦwen₃₃	ts w e n ³³	200	a	299	15 462 1089 107 1161	1406	sout2730	2 6 7 4 8	ACXLT	CWEN4	7	7.C.C 7.W.C 7.E.V 7.N.c 7.4.T	1.6 1.2 3.0 1.1 1.0	0	138	ts w e n ³³	c c v c t	59-9/t 29-17/w 0/n 82-1/n 0/n
942	Dashi	far	twen₃₃	t w e n ³³	200	a	299	120 462 1089 107 1161	1406	cent2004	1 6 7 4 8	ACXLT	TWEN4	1	1.T.C 1.W.C 1.E.V 1.N.c 1.4.T	1.6 1.2 3.0 1.1 1.0	0	138	t w e n ³³	c c v c t	59-9/t 29-17/w 0/n 82-1/n 0/n
943	Zhoucheng	far	twe₃₃	t w e ³³	200	a	299	120 462 1089 1161	1406	sout2730	1 6 7 8	ACXT	TWE4	9	9.T.C 9.W.C 9.E.V 9.4.T	1.6 1.2 3.0 1.0	0	138	t w e - ³³	c c v t	59-9/t 29-17/w 0/n 82-1/n 0/n
944	Jinxing	far	twen₃₃	t w e n ³³	200	a	299	120 462 1089 107 1161	1406	cent2004	1 6 7 4 8	ACXLT	TWEN4	6	6.T.C 6.W.C 6.E.V 6.N.c 6.4.T	1.6 1.2 3.0 1.1 1.0	0	138	t w e n ³³	c c v c t	59-9/t 29-17/w 0/n 82-1/n 0/n
945	Tuolo	far	twe₃₃	t w e ³³	200	a	299	120 462 1089 1161	1406	nort2724	1 6 7 8	ACXT	TWE4	8	8.T.C 8.W.C 8.E.V 8.4.T	1.6 1.2 3.0 1.0	0	138	t w e - ³³	c c v t	59-9/t 29-17/w 0/n 82-1/n 0/n
946	Enqi	far	tɥɛ₂₂	t ɥ ɛ ²²	200	a	299	120 458 1121 1150	1406	nort2724	1 6 7 8	ACXT	TJE1	3	3.T.C 3.J.C 3.E.V 3.1.T	1.6 1.2 3.0 1.0	0	139	t ɥ ɛ - ²²	c c v t	59-9/t 150-1/Ø 0/n 123-2/- 0/n
947	Ega	far	ti₂₂	t i ²²	200	a	299	120 1076 1150	1406	nort2724	1 7 8	AXT	TI1	2	2.T.C 2.I.V 2.1.T	1.6 3.0 1.0	0	139	t - i - ²²	c v t	59-9/t 150-1/Ø 0/n 123-2/- 0/n
#
230	Gongxing	fat	t͡ʂi₅₅	ʈʂ i ⁵⁵	265	a	79	699 1076 1189	323	nort2724	2 7 8	AXT	CI5	4	4.C.C 4.I.V 4.5.T	1.6 3.0 1.0	0	140	ʈʂ i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
231	Jinman	fat	t͡ʂi₅₅	ʈʂ i ⁵⁵	265	a	79	699 1076 1189	323	nort2724	2 7 8	AXT	CI5	5	5.C.C 5.I.V 5.5.T	1.6 3.0 1.0	0	140	ʈʂ i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
232	Mazhelong	fat	ʦi₅₅	ts i ⁵⁵	265	a	79	15 1076 1189	323	sout2730	2 7 8	AXT	CI5	7	7.C.C 7.I.V 7.5.T	1.6 3.0 1.0	0	140	ts i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
233	Dashi	fat	t͡ʂi₅₅	ʈʂ i ⁵⁵	265	a	79	699 1076 1189	323	cent2004	2 7 8	AXT	CI5	1	1.C.C 1.I.V 1.5.T	1.6 3.0 1.0	0	140	ʈʂ i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
234	Zhoucheng	fat	ʦi₃₅	ts i ³⁵	266	?	80	15 1076 1165	323	sout2730	2 7 8	AXT	CI2	9	9.C.C 9.I.V 9.2.T	1.6 3.0 1.0	0	140	ts i ³⁵	c v t	129-1/ʈʂ 0/n 0/n
235	Jinxing	fat	ʦi₅₅	ts i ⁵⁵	265	a	79	15 1076 1189	323	cent2004	2 7 8	AXT	CI5	6	6.C.C 6.I.V 6.5.T	1.6 3.0 1.0	0	140	ts i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
236	Tuolo	fat	t͡ʂi₅₅	ʈʂ i ⁵⁵	265	a	79	699 1076 1189	323	nort2724	2 7 8	AXT	CI5	8	8.C.C 8.I.V 8.5.T	1.6 3.0 1.0	0	140	ʈʂ i ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
237	Enqi	fat	ʦi₂₄	ts i ²⁴	265	a	79	15 1076 1156	323	nort2724	2 7 8	AXT	CI2	3	3.C.C 3.I.V 3.2.T	1.6 3.0 1.0	0	140	ts i ²⁴	c v t	129-1/ʈʂ 0/n 0/n
238	Ega	fat	ʦɛ₅₅	ts ɛ ⁵⁵	265	a	79	15 1121 1189	323	nort2724	2 7 8	AXT	CE5	2	2.C.C 2.E.V 2.5.T	1.6 3.0 1.0	0	140	ts ɛ ⁵⁵	c v t	129-1/ʈʂ 0/n 0/n
#
239	Gongxing	feather	mi₁₂	m i ¹²	267	a	81	241 1076 1167	1201	nort2724	4 7 8	AXT	MI2	4	4.M.C 4.I.V 4.2.T	1.6 3.0 1.0	0	141	m - i ¹²	c v t	140-12/m 133-1/- 0/n 0/n
240	Jinman	feather	mje₂₁	m j e ²¹	267	a	81	241 570 1089 1152	1201	nort2724	4 6 7 8	ACXT	MJE3	5	5.M.C 5.J.C 5.E.V 5.3.T	1.6 1.2 3.0 1.0	0	141	m j e ²¹	c c v t	140-12/m 133-1/- 0/n 0/n
241	Mazhelong	feather	me₂₁	m e ²¹	267	a	81	241 1089 1152	1201	sout2730	4 7 8	AXT	ME3	7	7.M.C 7.E.V 7.3.T	1.6 3.0 1.0	0	141	m - e ²¹	c v t	140-12/m 133-1/- 0/n 0/n
242	Dashi	feather	ma₂₁	m a ²¹	267	a	81	241 997 1152	1201	cent2004	4 7 8	AXT	MA3	1	1.M.C 1.A.V 1.3.T	1.6 3.0 1.0	0	141	m - a ²¹	c v t	140-12/m 133-1/- 0/n 0/n
243	Zhoucheng	feather	ma₂₁	m a ²¹	267	a	81	241 997 1152	1201	sout2730	4 7 8	AXT	MA3	9	9.M.C 9.A.V 9.3.T	1.6 3.0 1.0	0	141	m - a ²¹	c v t	140-12/m 133-1/- 0/n 0/n
244	Jinxing	feather	mɑ̃₂₁	m ɑ̃ ²¹	267	a	81	241 951 1152	1201	cent2004	4 7 8	AXT	MA3	6	6.M.C 6.A.V 6.3.T	1.6 3.0 1.0	0	141	m - ɑ̃ ²¹	c v t	140-12/m 133-1/- 0/n 0/n
245	Tuolo	feather	me₃₅	m e ³⁵	267	a	81	241 1089 1165	1201	nort2724	4 7 8	AXT	ME2	8	8.M.C 8.E.V 8.2.T	1.6 3.0 1.0	0	141	m - e ³⁵	c v t	140-12/m 133-1/- 0/n 0/n
246	Enqi	feather	mjɛ₂₁	m j ɛ ²¹	267	a	81	241 570 1121 1152	1201	nort2724	4 6 7 8	ACXT	MJE3	3	3.M.C 3.J.C 3.E.V 3.3.T	1.6 1.2 3.0 1.0	0	141	m j ɛ ²¹	c c v t	140-12/m 133-1/- 0/n 0/n
247	Ega	feather	mi₂₁	m i ²¹	267	a	81	241 1076 1152	1201	nort2724	4 7 8	AXT	MI3	2	2.M.C 2.I.V 2.3.T	1.6 3.0 1.0	0	141	m - i ²¹	c v t	140-12/m 133-1/- 0/n 0/n
#
248	Gongxing	fire	xwɛ₂₂	x w ɛ ²²	268	a	82	778 462 1121 1150	221	nort2724	3 6 7 8	ACXT	GWE1	4	4.G.C 4.W.C 4.E.V 4.1.T	1.6 1.2 3.0 1.0	0	142	x w ɛ ²²	c c v t	58-4/x 29-17/w 0/n 0/n
249	Jinman	fire	fi₂₂	f i ²²	268	a	82	452 1076 1150	221	nort2724	3 7 8	AXT	BI1	5	5.B.C 5.I.V 5.1.T	1.6 3.0 1.0	0	143	f i ²²	c v t	73-3/Ø 0/n 0/n
250	Mazhelong	fire	fi₃₃	f i ³³	268	a	82	452 1076 1161	221	sout2730	3 7 8	AXT	BI4	7	7.B.C 7.I.V 7.4.T	1.6 3.0 1.0	0	143	f i ³³	c v t	73-3/Ø 0/n 0/n
251	Dashi	fire	xwi₃₃	x w i ³³	268	a	82	778 462 1076 1161	221	cent2004	3 6 7 8	ACXT	GWI4	1	1.G.C 1.W.C 1.I.V 1.4.T	1.6 1.2 3.0 1.0	0	142	x w i ³³	c c v t	58-4/x 29-17/w 0/n 0/n
252	Zhoucheng	fire	xwi₃₃	x w i ³³	268	a	82	778 462 1076 1161	221	sout2730	3 6 7 8	ACXT	GWI4	9	9.G.C 9.W.C 9.I.V 9.4.T	1.6 1.2 3.0 1.0	0	142	x w i ³³	c c v t	58-4/x 29-17/w 0/n 0/n
253	Jinxing	fire	xwi₃₃	x w i ³³	268	a	82	778 462 1076 1161	221	cent2004	3 6 7 8	ACXT	GWI4	6	6.G.C 6.W.C 6.I.V 6.4.T	1.6 1.2 3.0 1.0	0	142	x w i ³³	c c v t	58-4/x 29-17/w 0/n 0/n
254	Tuolo	fire	xwe₃₃	x w e ³³	268	a	82	778 462 1089 1161	221	nort2724	3 6 7 8	ACXT	GWE4	8	8.G.C 8.W.C 8.E.V 8.4.T	1.6 1.2 3.0 1.0	0	142	x w e ³³	c c v t	58-4/x 29-17/w 0/n 0/n
255	Enqi	fire	xwi₂₂	x w i ²²	268	a	82	778 462 1076 1150	221	nort2724	3 6 7 8	ACXT	GWI1	3	3.G.C 3.W.C 3.I.V 3.1.T	1.6 1.2 3.0 1.0	0	142	x w i ²²	c c v t	58-4/x 29-17/w 0/n 0/n
256	Ega	fire	fi₂₂	f i ²²	268	a	82	452 1076 1150	221	nort2724	3 7 8	AXT	BI1	2	2.B.C 2.I.V 2.1.T	1.6 3.0 1.0	0	143	f i ²²	c v t	73-3/Ø 0/n 0/n
#
257	Gongxing	fish	ŋo₅₅	ŋ o ⁵⁵	269	a	83	801 887 1189	227	nort2724	4 7 8	AXT	NU5	4	4.N.C 4.U.V 4.5.T	1.6 3.0 1.0	0	145	ŋ o ⁵⁵	c v t	146-2/n 0/n 0/n
258	Jinman	fish	ŋu₅₅	ŋ u ⁵⁵	269	a	83	801 868 1189	227	nort2724	4 7 8	AXT	NY5	5	5.N.C 5.Y.V 5.5.T	1.6 3.0 1.0	0	145	ŋ u ⁵⁵	c v t	146-2/n 0/n 0/n
259	Mazhelong	fish	oŋ₅₅	o ŋ ⁵⁵	269	a	83	887 801 1189	227	sout2730	7 4 8	XLT	UN5	7	7.U.V 7.N.c 7.5.T	3.0 1.1 1.0	0	150	o ŋ ⁵⁵	v c t	0/n 0/n 0/n
260	Dashi	fish	wɤ̃₃₅	w ɤ̃ ³⁵	269	a	83	462 948 1165	227	cent2004	6 7 8	AXT	WE2	1	1.W.C 1.E.V 1.2.T	1.6 3.0 1.0	0	144	w ɤ̃ ³⁵	c v t	0/n 0/n 0/n
261	Zhoucheng	fish	ŋo₃₅	ŋ o ³⁵	269	a	83	801 887 1165	227	sout2730	4 7 8	AXT	NU2	9	9.N.C 9.U.V 9.2.T	1.6 3.0 1.0	0	145	ŋ o ³⁵	c v t	146-2/n 0/n 0/n
262	Jinxing	fish	ṃ₅₅	m̩ ⁵⁵	269	a	83	235 1189	227	cent2004	4 8	AT	M5	6	6.M.C 6.5.T	1.6 1.0	0	149	m̩ ⁵⁵	c t	0/n 0/n
263	Tuolo	fish	ŋɤ₅₅	ŋ ɤ ⁵⁵	269	a	83	801 947 1189	227	nort2724	4 7 8	AXT	NE5	8	8.N.C 8.E.V 8.5.T	1.6 3.0 1.0	0	145	ŋ ɤ ⁵⁵	c v t	146-2/n 0/n 0/n
264	Enqi	fish	ŋo₂₄	ŋ o ²⁴	269	a	83	801 887 1156	227	nort2724	4 7 8	AXT	NU2	3	3.N.C 3.U.V 3.2.T	1.6 3.0 1.0	0	145	ŋ o ²⁴	c v t	146-2/n 0/n 0/n
265	Ega	fish	ŋu₅₅	ŋ u ⁵⁵	269	a	83	801 868 1189	227	nort2724	4 7 8	AXT	NY5	2	2.N.C 2.Y.V 2.5.T	1.6 3.0 1.0	0	145	ŋ u ⁵⁵	c v t	146-2/n 0/n 0/n
#
266	Gongxing	fly	p͡fu₅₅	pf u ⁵⁵	270	a	84	424 868 1189	1441	nort2724	2 7 8	AXT	BY5	4	4.B.C 4.Y.V 4.5.T	1.6 3.0 1.0	0	151	pf u ⁵⁵	c v t	151-2/f 0/n 0/n
267	Jinman	fly	fi₅₅	f i ⁵⁵	270	a	84	452 1076 1189	1441	nort2724	3 7 8	AXT	BI5	5	5.B.C 5.I.V 5.5.T	1.6 3.0 1.0	0	151	f i ⁵⁵	c v t	151-2/f 0/n 0/n
268	Mazhelong	fly	pi₅₅	p i ⁵⁵	270	a	84	291 1076 1189	1441	sout2730	1 7 8	AXT	PI5	7	7.P.C 7.I.V 7.5.T	1.6 3.0 1.0	0	151	p i ⁵⁵	c v t	151-2/f 0/n 0/n
269	Dashi	fly	fɤ₃₅	f ɤ ³⁵	270	a	84	452 947 1165	1441	cent2004	3 7 8	AXT	BE2	1	1.B.C 1.E.V 1.2.T	1.6 3.0 1.0	0	151	f ɤ ³⁵	c v t	151-2/f 0/n 0/n
270	Zhoucheng	fly	fɤ₃₅	f ɤ ³⁵	270	a	84	452 947 1165	1441	sout2730	3 7 8	AXT	BE2	9	9.B.C 9.E.V 9.2.T	1.6 3.0 1.0	0	151	f ɤ ³⁵	c v t	151-2/f 0/n 0/n
271	Jinxing	fly	fɤ₅₅	f ɤ ⁵⁵	270	a	84	452 947 1189	1441	cent2004	3 7 8	AXT	BE5	6	6.B.C 6.E.V 6.5.T	1.6 3.0 1.0	0	151	f ɤ ⁵⁵	c v t	151-2/f 0/n 0/n
272	Tuolo	fly	fɚ₅₅	f ə˞ ⁵⁵	270	a	84	452 1026 1189	1441	nort2724	3 7 8	AXT	BE5	8	8.B.C 8.E.V 8.5.T	1.6 3.0 1.0	0	151	f ə˞ ⁵⁵	c v t	151-2/f 0/n 0/n
273	Enqi	fly	fɛ₂₄	f ɛ ²⁴	270	a	84	452 1121 1156	1441	nort2724	3 7 8	AXT	BE2	3	3.B.C 3.E.V 3.2.T	1.6 3.0 1.0	0	151	f ɛ ²⁴	c v t	151-2/f 0/n 0/n
274	Ega	fly	xwɛ₅₅	x w ɛ ⁵⁵	270	a	84	778 462 1121 1189	1441	nort2724	3 6 7 8	ACXT	GWE5	2	2.G.C 2.W.C 2.E.V 2.5.T	1.6 1.2 3.0 1.0	0	152	x w ɛ ⁵⁵	c c v t	0/n 0/n 0/n 0/n
#
275	Gongxing	foot	ku₂₄	k u ²⁴	271	a	85	838 868 1156	1301	nort2724	1 7 8	AXT	KY2	4	4.K.C 4.Y.V 4.2.T	1.6 3.0 1.0	0	153	k u - ²⁴	c v t	88-4/k 0/n 101-3/w 0/n
276	Jinman	foot	ko₅₅	k o ⁵⁵	271	a	85	838 887 1189	1301	nort2724	1 7 8	AXT	KU5	5	5.K.C 5.U.V 5.5.T	1.6 3.0 1.0	0	153	k o - ⁵⁵	c v t	88-4/k 0/n 101-3/w 0/n
277	Mazhelong	foot	ko₄₄	k o ⁴⁴	271	a	85	838 887 1178	1301	sout2730	1 7 8	AXT	KU5	7	7.K.C 7.U.V 7.5.T	1.6 3.0 1.0	0	153	k o - ⁴⁴	c v t	88-4/k 0/n 101-3/w 0/n
278	Dashi	foot	kow₄₄	k o w ⁴⁴	271	a	85	838 887 462 1178	1301	cent2004	1 7 6 8	AXLT	KUW5	1	1.K.C 1.U.V 1.W.c 1.5.T	1.6 3.0 1.1 1.0	0	153	k o w ⁴⁴	c v c t	88-4/k 0/n 101-3/w 0/n
279	Zhoucheng	foot	ko₄₄	k o ⁴⁴	271	a	85	838 887 1178	1301	sout2730	1 7 8	AXT	KU5	9	9.K.C 9.U.V 9.5.T	1.6 3.0 1.0	0	153	k o - ⁴⁴	c v t	88-4/k 0/n 101-3/w 0/n
280	Jinxing	foot	kow₄₄	k o w ⁴⁴	271	a	85	838 887 462 1178	1301	cent2004	1 7 6 8	AXLT	KUW5	6	6.K.C 6.U.V 6.W.c 6.5.T	1.6 3.0 1.1 1.0	0	153	k o w ⁴⁴	c v c t	88-4/k 0/n 101-3/w 0/n
281	Tuolo	foot	ko₄₂	k o ⁴²	271	a	85	838 887 1175	1301	nort2724	1 7 8	AXT	KU3	8	8.K.C 8.U.V 8.3.T	1.6 3.0 1.0	0	153	k o - ⁴²	c v t	88-4/k 0/n 101-3/w 0/n
282	Enqi	foot	ku₅₅	k u ⁵⁵	271	a	85	838 868 1189	1301	nort2724	1 7 8	AXT	KY5	3	3.K.C 3.Y.V 3.5.T	1.6 3.0 1.0	0	153	k u - ⁵⁵	c v t	88-4/k 0/n 101-3/w 0/n
283	Ega	foot	ku₄₄	k u ⁴⁴	271	a	85	838 868 1178	1301	nort2724	1 7 8	AXT	KY5	2	2.K.C 2.Y.V 2.5.T	1.6 3.0 1.0	0	153	k u - ⁴⁴	c v t	88-4/k 0/n 101-3/w 0/n
#
284	Gongxing	full	mi₂₂	m i ²²	272	a	86	241 1076 1150	1429	nort2724	4 7 8	AXT	MI1	4	4.M.C 4.I.V 4.1.T	1.6 3.0 1.0	0	154	m - i ²²	c v t	140-12/m 144-4/- 0/n 0/n
285	Jinman	full	me₂₂	m e ²²	272	a	86	241 1089 1150	1429	nort2724	4 7 8	AXT	ME1	5	5.M.C 5.E.V 5.1.T	1.6 3.0 1.0	0	154	m - e ²²	c v t	140-12/m 144-4/- 0/n 0/n
286	Mazhelong	full	mɛ₃₃	m ɛ ³³	272	a	86	241 1121 1161	1429	sout2730	4 7 8	AXT	ME4	7	7.M.C 7.E.V 7.4.T	1.6 3.0 1.0	0	154	m - ɛ ³³	c v t	140-12/m 144-4/- 0/n 0/n
287	Dashi	full	ma₃₃	m a ³³	272	a	86	241 997 1161	1429	cent2004	4 7 8	AXT	MA4	1	1.M.C 1.A.V 1.4.T	1.6 3.0 1.0	0	154	m - a ³³	c v t	140-12/m 144-4/- 0/n 0/n
288	Zhoucheng	full	ma₃₃	m a ³³	272	a	86	241 997 1161	1429	sout2730	4 7 8	AXT	MA4	9	9.M.C 9.A.V 9.4.T	1.6 3.0 1.0	0	154	m - a ³³	c v t	140-12/m 144-4/- 0/n 0/n
289	Jinxing	full	mɑ̃₃₃	m ɑ̃ ³³	272	a	86	241 951 1161	1429	cent2004	4 7 8	AXT	MA4	6	6.M.C 6.A.V 6.4.T	1.6 3.0 1.0	0	154	m - ɑ̃ ³³	c v t	140-12/m 144-4/- 0/n 0/n
290	Tuolo	full	me₃₃	m e ³³	272	a	86	241 1089 1161	1429	nort2724	4 7 8	AXT	ME4	8	8.M.C 8.E.V 8.4.T	1.6 3.0 1.0	0	154	m - e ³³	c v t	140-12/m 144-4/- 0/n 0/n
291	Enqi	full	mjɛ₂₂	m j ɛ ²²	272	a	86	241 570 1121 1150	1429	nort2724	4 6 7 8	ACXT	MJE1	3	3.M.C 3.J.C 3.E.V 3.1.T	1.6 1.2 3.0 1.0	0	154	m j ɛ ²²	c c v t	140-12/m 144-4/- 0/n 0/n
292	Ega	full	mi₂₂	m i ²²	272	a	86	241 1076 1150	1429	nort2724	4 7 8	AXT	MI1	2	2.M.C 2.I.V 2.1.T	1.6 3.0 1.0	0	154	m - i ²²	c v t	140-12/m 144-4/- 0/n 0/n
#
293	Gongxing	give	zi₄₂	z i ⁴²	273	a	87	80 1076 1175	1447	nort2724	3 7 8	AXT	SI3	4	4.S.C 4.I.V 4.3.T	1.6 3.0 1.0	0	155	z i ⁴²	c v t	87-1/z 0/n 0/n
294	Jinman	give	zi₄₂	z i ⁴²	273	a	87	80 1076 1175	1447	nort2724	3 7 8	AXT	SI3	5	5.S.C 5.I.V 5.3.T	1.6 3.0 1.0	0	155	z i ⁴²	c v t	87-1/z 0/n 0/n
295	Mazhelong	give	zǝɯ₂₁	z əu ²¹	273	a	87	80 1036 1152	1447	sout2730	3 7 8	AXT	SE3	7	7.S.C 7.E.V 7.3.T	1.6 3.0 1.0	0	155	z əu ²¹	c v t	87-1/z 0/n 0/n
296	Dashi	give	zi₂₁	z i ²¹	273	a	87	80 1076 1152	1447	cent2004	3 7 8	AXT	SI3	1	1.S.C 1.I.V 1.3.T	1.6 3.0 1.0	0	155	z i ²¹	c v t	87-1/z 0/n 0/n
297	Zhoucheng	give	zɯ₄₂	z ɯ ⁴²	273	a	87	80 944 1175	1447	sout2730	3 7 8	AXT	SI3	9	9.S.C 9.I.V 9.3.T	1.6 3.0 1.0	0	155	z ɯ ⁴²	c v t	87-1/z 0/n 0/n
298	Jinxing	give	si₃₁	s i ³¹	273	a	87	89 1076 1162	1447	cent2004	3 7 8	AXT	SI3	6	6.S.C 6.I.V 6.3.T	1.6 3.0 1.0	0	155	s i ³¹	c v t	87-1/z 0/n 0/n
299	Tuolo	give	zi₂₁	z i ²¹	273	a	87	80 1076 1152	1447	nort2724	3 7 8	AXT	SI3	8	8.S.C 8.I.V 8.3.T	1.6 3.0 1.0	0	155	z i ²¹	c v t	87-1/z 0/n 0/n
300	Enqi	give	ʦi₄₃	ts i ⁴³	273	a	87	15 1076 1176	1447	nort2724	2 7 8	AXT	CI3	3	3.C.C 3.I.V 3.3.T	1.6 3.0 1.0	0	155	ts i ⁴³	c v t	87-1/z 0/n 0/n
301	Ega	give	zi₄₂	z i ⁴²	273	a	87	80 1076 1175	1447	nort2724	3 7 8	AXT	SI3	2	2.S.C 2.I.V 2.3.T	1.6 3.0 1.0	0	155	z i ⁴²	c v t	87-1/z 0/n 0/n
#
302	Gongxing	good	ʣan₁₂	dz a n ¹²	274	b	88	20 997 107 1167	1035	nort2724	2 7 4 8	AXLT	CAN2	4	4.C.C 4.A.V 4.N.c 4.2.T	1.6 3.0 1.1 1.0	0	159	dz a n ¹²	c v c t	12-1/tɕʰ 0/n 4-3/- 0/n
303	Jinman	good	xo₂₂	x o ²²	275	a	89	778 887 1150	1035	nort2724	3 7 8	AXT	GU1	5	5.G.C 5.U.V 5.1.T	1.6 3.0 1.0	0	156	x o ²²	c v t	85-2/x 0/n 0/n
304	Mazhelong	good	xǝ₃₃	x ə ³³	275	a	89	778 1022 1161	1035	sout2730	3 7 8	AXT	GE4	7	7.G.C 7.E.V 7.4.T	1.6 3.0 1.0	0	156	x ə ³³	c v t	85-2/x 0/n 0/n
305	Dashi	good	xu₃₃	x u ³³	275	a	89	778 868 1161	1035	cent2004	3 7 8	AXT	GY4	1	1.G.C 1.Y.V 1.4.T	1.6 3.0 1.0	0	156	x u ³³	c v t	85-2/x 0/n 0/n
306	Zhoucheng	good	xu₃₃	x u ³³	275	a	89	778 868 1161	1035	sout2730	3 7 8	AXT	GY4	9	9.G.C 9.Y.V 9.4.T	1.6 3.0 1.0	0	156	x u ³³	c v t	85-2/x 0/n 0/n
307	Jinxing	good	xu₃₃	x u ³³	275	a	89	778 868 1161	1035	cent2004	3 7 8	AXT	GY4	6	6.G.C 6.Y.V 6.4.T	1.6 3.0 1.0	0	156	x u ³³	c v t	85-2/x 0/n 0/n
308	Tuolo	good	djaŋ₃₅	d j a ŋ ³⁵	274	b	88	145 570 997 801 1165	1035	nort2724	1 6 7 4 8	ACXLT	TJAN2	8	8.T.C 8.J.C 8.A.V 8.N.c 8.2.T	1.6 1.2 3.0 1.1 1.0	0	158	d j a ŋ ³⁵	c c v c t	65-4/ʈʂ 27-20/j 0/n 17-7/- 0/n
309	Enqi	good	djæ₂₁	d j æ ²¹	274	b	88	145 570 1087 1152	1035	nort2724	1 6 7 8	ACXT	TJE3	3	3.T.C 3.J.C 3.E.V 3.3.T	1.6 1.2 3.0 1.0	0	158	d j æ - ²¹	c c v t	65-4/ʈʂ 27-20/j 0/n 17-7/- 0/n
310	Ega	good	xo₅₅	x o ⁵⁵	275	a	89	778 887 1189	1035	nort2724	3 7 8	AXT	GU5	2	2.G.C 2.U.V 2.5.T	1.6 3.0 1.0	0	156	x o ⁵⁵	c v t	85-2/x 0/n 0/n
311	Dashi	good	ʨʰõ₄₄	tɕʰ õ ⁴⁴	274	b	88	199 883 1178	1035	cent2004	2 7 8	AXT	CU5	1	1.C.C 1.U.V 1.5.T	1.6 3.0 1.0	0	159	tɕʰ õ - ⁴⁴	c v t	12-1/tɕʰ 0/n 4-3/- 0/n
312	Zhoucheng	good	ʨʰow₅₅	tɕʰ o w ⁵⁵	274	b	88	199 887 462 1189	1035	sout2730	2 7 6 8	AXLT	CUW5	9	9.C.C 9.U.V 9.W.c 9.5.T	1.6 3.0 1.1 1.0	0	159	tɕʰ o w ⁵⁵	c v c t	12-1/tɕʰ 0/n 4-3/- 0/n
313	Jinxing	good	ʨʰõ₄₄	tɕʰ õ ⁴⁴	274	b	88	199 883 1178	1035	cent2004	2 7 8	AXT	CU5	6	6.C.C 6.U.V 6.5.T	1.6 3.0 1.0	0	159	tɕʰ õ - ⁴⁴	c v t	12-1/tɕʰ 0/n 4-3/- 0/n
#
314	Gongxing	green	ʦʰan₂₄	tsʰ a n ²⁴	276	a	90	13 997 107 1156	1425	nort2724	2 7 4 8	AXLT	CAN2	4	4.C.C 4.A.V 4.N.c 4.2.T	1.6 3.0 1.1 1.0	0	161	tsʰ a n ²⁴	c v c t	75-1/Ø 0/n 17-7/- 0/n
315	Jinman	green	ʨʰã₅₅	tɕʰ ã ⁵⁵	276	a	90	199 1014 1189	1425	nort2724	2 7 8	AXT	CA5	5	5.C.C 5.A.V 5.5.T	1.6 3.0 1.0	0	161	tɕʰ ã - ⁵⁵	c v t	75-1/Ø 0/n 17-7/- 0/n
316	Mazhelong	green	lɤ₄₄	l ɤ ⁴⁴	277	b	91	554 947 1178	1425	sout2730	5 7 8	AXT	LE5	7	7.L.C 7.E.V 7.5.T	1.6 3.0 1.0	0	160	l ɤ ⁴⁴	c v t	141-4/l 0/n 0/n
317	Dashi	green	lo₄₄	l o ⁴⁴	277	b	91	554 887 1178	1425	cent2004	5 7 8	AXT	LU5	1	1.L.C 1.U.V 1.5.T	1.6 3.0 1.0	0	160	l o ⁴⁴	c v t	141-4/l 0/n 0/n
318	Zhoucheng	green	lɤ₄₄	l ɤ ⁴⁴	277	b	91	554 947 1178	1425	sout2730	5 7 8	AXT	LE5	9	9.L.C 9.E.V 9.5.T	1.6 3.0 1.0	0	160	l ɤ ⁴⁴	c v t	141-4/l 0/n 0/n
319	Jinxing	green	lu₄₄	l u ⁴⁴	277	b	91	554 868 1178	1425	cent2004	5 7 8	AXT	LY5	6	6.L.C 6.Y.V 6.5.T	1.6 3.0 1.0	0	160	l u ⁴⁴	c v t	141-4/l 0/n 0/n
